id_student,gender,region,highest_education,age_band,disability
287548,M,East Anglian Region,A Level or Equivalent,first,N
290201,M,Wales,A Level or Equivalent,first,N
290757,M,North Western Region,A Level or Equivalent,first,N
291334,M,South East Region,A Level or Equivalent,second,N
292923,F,South East Region,A Level or Equivalent,second,N
293699,M,East Midlands Region,A Level or Equivalent,first,N
294570,M,South East Region,HE Qualification,thired,N
294594,M,South East Region,A Level or Equivalent,first,N
295741,M,South East Region,A Level or Equivalent,second,N
296332,M,South Region,Post Graduate Qualification,thired,N
298696,F,South East Region,HE Qualification,first,N
300398,M,West Midlands Region,A Level or Equivalent,second,N
302302,F,East Anglian Region,A Level or Equivalent,first,N
305152,M,North Western Region,A Level or Equivalent,first,N
305386,M,West Midlands Region,A Level or Equivalent,first,Y
305539,F,Wales,Lower Than A Level,first,N
306107,M,West Midlands Region,A Level or Equivalent,second,N
306466,M,East Anglian Region,A Level or Equivalent,second,N
306897,F,London Region,A Level or Equivalent,first,N
307061,F,East Midlands Region,HE Qualification,first,N
307866,M,West Midlands Region,A Level or Equivalent,first,N
311917,M,South West Region,A Level or Equivalent,thired,N
312537,M,South Region,Post Graduate Qualification,thired,N
312782,M,South Region,A Level or Equivalent,first,N
318933,F,East Anglian Region,HE Qualification,first,N
319047,F,East Midlands Region,A Level or Equivalent,first,N
321942,M,South Region,HE Qualification,thired,N
324002,M,East Anglian Region,HE Qualification,second,N
324084,F,South West Region,A Level or Equivalent,second,N
324282,M,South East Region,A Level or Equivalent,first,N
331358,F,South Region,HE Qualification,second,N
332789,F,East Anglian Region,A Level or Equivalent,second,N
333059,M,Scotland,A Level or Equivalent,first,N
333323,M,Scotland,HE Qualification,first,N
334259,F,London Region,A Level or Equivalent,first,N
334333,F,South West Region,A Level or Equivalent,first,Y
335764,F,South East Region,A Level or Equivalent,first,N
336207,M,East Anglian Region,A Level or Equivalent,first,N
339972,M,North Region,A Level or Equivalent,first,N
341872,M,East Anglian Region,Lower Than A Level,first,N
342007,F,West Midlands Region,HE Qualification,first,N
342514,M,Scotland,Lower Than A Level,thired,N
342972,M,Yorkshire Region,HE Qualification,first,N
343446,M,Ireland,HE Qualification,second,N
344282,M,Yorkshire Region,A Level or Equivalent,first,N
345068,M,East Anglian Region,A Level or Equivalent,first,Y
345357,M,Yorkshire Region,A Level or Equivalent,first,N
346025,M,East Anglian Region,A Level or Equivalent,first,N
346843,F,Scotland,HE Qualification,second,N
350188,M,North Western Region,HE Qualification,second,N
354858,M,South Region,HE Qualification,second,N
357668,M,Yorkshire Region,A Level or Equivalent,first,N
364177,M,East Anglian Region,Lower Than A Level,second,N
365244,F,London Region,A Level or Equivalent,first,N
365642,M,East Anglian Region,Lower Than A Level,second,N
366483,M,South West Region,HE Qualification,first,N
368194,F,South West Region,A Level or Equivalent,first,Y
368824,M,Wales,HE Qualification,second,N
368963,M,Yorkshire Region,Lower Than A Level,first,N
376439,M,North Region,HE Qualification,first,N
376581,F,South Region,A Level or Equivalent,second,N
380953,M,East Midlands Region,A Level or Equivalent,first,N
383254,M,Yorkshire Region,A Level or Equivalent,first,N
386924,M,Ireland,Lower Than A Level,first,N
386952,M,Yorkshire Region,A Level or Equivalent,first,N
388722,F,London Region,Lower Than A Level,second,N
388885,M,South West Region,A Level or Equivalent,second,N
390890,M,Scotland,A Level or Equivalent,first,N
392756,M,West Midlands Region,A Level or Equivalent,first,N
392931,F,North Western Region,A Level or Equivalent,second,N
393207,M,North Western Region,A Level or Equivalent,first,N
396872,M,Yorkshire Region,HE Qualification,first,N
398552,M,Yorkshire Region,Lower Than A Level,first,N
401869,F,South East Region,Lower Than A Level,first,N
402470,M,South West Region,Lower Than A Level,second,N
404804,M,Wales,Lower Than A Level,second,N
405088,M,North Region,A Level or Equivalent,first,N
405961,M,Scotland,A Level or Equivalent,first,Y
414117,M,Yorkshire Region,A Level or Equivalent,first,N
415969,M,West Midlands Region,HE Qualification,second,N
420087,M,Scotland,A Level or Equivalent,first,Y
429958,F,North Western Region,A Level or Equivalent,first,N
441018,F,South East Region,A Level or Equivalent,first,N
441888,M,London Region,A Level or Equivalent,first,N
442442,M,South West Region,HE Qualification,first,N
444677,M,London Region,HE Qualification,first,N
470588,M,South East Region,HE Qualification,second,N
489455,F,South West Region,A Level or Equivalent,first,N
494424,F,North Region,A Level or Equivalent,first,N
495284,M,South East Region,HE Qualification,first,N
498857,M,North Western Region,HE Qualification,second,N
508818,M,London Region,A Level or Equivalent,first,N
512460,M,South East Region,HE Qualification,first,N
544103,M,North Western Region,HE Qualification,first,N
550383,M,South East Region,HE Qualification,first,N
564450,M,West Midlands Region,HE Qualification,first,N
568601,F,Scotland,HE Qualification,first,N
572652,M,West Midlands Region,HE Qualification,first,N
580389,M,Ireland,HE Qualification,first,N
581129,M,East Anglian Region,A Level or Equivalent,first,N
588775,M,South West Region,A Level or Equivalent,first,N
591774,M,South Region,Post Graduate Qualification,second,N
603861,M,North Region,HE Qualification,thired,N
606143,M,Scotland,Post Graduate Qualification,second,N
704156,M,South Region,HE Qualification,thired,N
705379,M,West Midlands Region,A Level or Equivalent,thired,N
721259,F,South Region,Lower Than A Level,thired,N
749412,M,South Region,Lower Than A Level,thired,N
760729,M,West Midlands Region,A Level or Equivalent,thired,N
905042,F,East Anglian Region,A Level or Equivalent,second,N
949618,F,South West Region,A Level or Equivalent,second,N
958987,M,North Western Region,HE Qualification,second,N
968578,F,East Anglian Region,A Level or Equivalent,second,N
969076,M,South West Region,A Level or Equivalent,second,N
971027,F,West Midlands Region,HE Qualification,second,N
978739,M,South Region,HE Qualification,second,N
1035023,F,London Region,Lower Than A Level,second,N
1105478,M,Scotland,HE Qualification,thired,N
1352868,M,Yorkshire Region,A Level or Equivalent,second,N
1401935,M,West Midlands Region,A Level or Equivalent,second,N
1402638,F,East Midlands Region,HE Qualification,second,N
1414443,F,Yorkshire Region,A Level or Equivalent,second,N
1456619,M,South West Region,A Level or Equivalent,second,N
1465690,M,West Midlands Region,HE Qualification,second,N
1472925,F,East Anglian Region,Lower Than A Level,second,Y
1488959,M,London Region,A Level or Equivalent,second,N
1518989,F,South East Region,Lower Than A Level,second,N
1618738,M,London Region,Lower Than A Level,second,N
1620151,M,South Region,HE Qualification,second,N
1626710,M,North Western Region,A Level or Equivalent,second,N
1640609,M,West Midlands Region,A Level or Equivalent,second,N
1686521,F,North Western Region,Lower Than A Level,second,N
1729319,F,Scotland,HE Qualification,second,N
1746134,M,East Anglian Region,A Level or Equivalent,second,N
1758449,M,South Region,Lower Than A Level,second,N
1763015,F,Scotland,A Level or Equivalent,second,N
1765788,M,South East Region,HE Qualification,thired,N
1801229,M,Ireland,HE Qualification,second,N
1801641,M,Scotland,A Level or Equivalent,second,N
1847830,M,South West Region,Lower Than A Level,second,N
1860318,M,South West Region,Lower Than A Level,second,Y
1889511,M,Yorkshire Region,A Level or Equivalent,second,N
1889577,F,South Region,A Level or Equivalent,second,Y
1894188,F,East Midlands Region,A Level or Equivalent,first,N
1938355,M,South Region,A Level or Equivalent,second,N
1942396,F,East Anglian Region,Lower Than A Level,second,Y
1970390,M,West Midlands Region,Lower Than A Level,second,N
1976139,M,Ireland,Lower Than A Level,second,N
2011876,F,East Anglian Region,A Level or Equivalent,first,Y
2012966,M,North Western Region,Lower Than A Level,second,N
2051699,F,South West Region,Lower Than A Level,second,N
2062879,F,East Anglian Region,A Level or Equivalent,first,N
2065691,M,London Region,A Level or Equivalent,second,Y
2073016,F,London Region,Lower Than A Level,second,N
2080474,F,South Region,A Level or Equivalent,second,N
2083877,F,West Midlands Region,A Level or Equivalent,first,N
2084066,F,South West Region,Lower Than A Level,second,N
2104505,M,West Midlands Region,Lower Than A Level,second,N
2122180,F,North Western Region,Lower Than A Level,second,N
2139353,M,London Region,A Level or Equivalent,second,N
2143752,F,South Region,Lower Than A Level,second,N
2146792,M,North Western Region,HE Qualification,thired,N
2149225,M,Scotland,A Level or Equivalent,second,Y
2153153,F,Yorkshire Region,A Level or Equivalent,first,N
2155014,F,West Midlands Region,Lower Than A Level,first,Y
2164705,F,North Western Region,A Level or Equivalent,first,N
2171627,F,Yorkshire Region,A Level or Equivalent,second,N
2182846,F,London Region,A Level or Equivalent,second,N
2194100,F,East Anglian Region,A Level or Equivalent,second,N
2197016,F,North Western Region,HE Qualification,second,N
2208424,M,Scotland,A Level or Equivalent,first,N
2229865,F,West Midlands Region,A Level or Equivalent,second,N
2255601,F,South Region,A Level or Equivalent,second,N
2268379,F,East Midlands Region,A Level or Equivalent,first,N
2278464,M,South Region,Lower Than A Level,second,N
2293923,M,South Region,A Level or Equivalent,first,N
2312620,F,East Midlands Region,HE Qualification,second,N
2318055,M,Wales,A Level or Equivalent,second,N
2324976,F,Scotland,HE Qualification,second,N
2329342,F,East Anglian Region,Lower Than A Level,second,N
2339528,F,London Region,Lower Than A Level,first,N
2342426,M,Yorkshire Region,Lower Than A Level,second,N
2344901,F,Yorkshire Region,A Level or Equivalent,first,N
2358056,F,North Region,HE Qualification,first,N
2358969,F,East Anglian Region,A Level or Equivalent,first,N
2364471,F,Scotland,HE Qualification,first,Y
2365101,M,South East Region,HE Qualification,first,N
2367155,F,East Anglian Region,A Level or Equivalent,first,N
2369266,F,London Region,Lower Than A Level,second,N
2376496,F,East Midlands Region,A Level or Equivalent,first,N
2391984,M,South Region,A Level or Equivalent,first,N
2411661,F,South Region,A Level or Equivalent,first,N
2411778,M,Scotland,HE Qualification,first,N
2412002,M,South West Region,Lower Than A Level,second,N
2412967,F,South Region,A Level or Equivalent,second,N
2429854,M,London Region,A Level or Equivalent,second,Y
2437837,F,North Region,A Level or Equivalent,first,N
2449878,F,East Midlands Region,A Level or Equivalent,first,N
2456480,M,Scotland,Lower Than A Level,second,N
2457256,M,South Region,Lower Than A Level,second,N
2458355,M,London Region,Lower Than A Level,second,N
2460080,M,Scotland,HE Qualification,thired,N
2461190,M,South Region,HE Qualification,thired,N
2469673,F,Yorkshire Region,Lower Than A Level,second,N
2470694,F,Scotland,HE Qualification,thired,N
2479954,M,North Western Region,A Level or Equivalent,first,N
2481901,M,Wales,Lower Than A Level,second,N
2482700,M,South Region,Lower Than A Level,first,N
2486127,F,East Anglian Region,HE Qualification,first,N
2498700,F,North Western Region,Lower Than A Level,first,N
2516503,M,South East Region,HE Qualification,second,N
2518069,M,East Midlands Region,A Level or Equivalent,first,N
2521459,F,London Region,Lower Than A Level,first,N
2523736,M,North Western Region,A Level or Equivalent,thired,N
2529279,F,North Western Region,HE Qualification,second,N
2532302,F,East Anglian Region,A Level or Equivalent,first,N
2536991,M,South Region,HE Qualification,thired,N
2542724,F,West Midlands Region,Lower Than A Level,first,N
2550279,F,North Region,HE Qualification,second,N
2551220,F,South Region,Lower Than A Level,first,N
2552472,F,South Region,HE Qualification,second,N
2555340,F,South Region,HE Qualification,second,N
2557283,M,Yorkshire Region,HE Qualification,thired,N
2559575,M,South West Region,Lower Than A Level,first,N
2562034,M,East Anglian Region,A Level or Equivalent,first,N
2566163,F,South Region,A Level or Equivalent,first,N
2566592,F,South Region,A Level or Equivalent,second,N
2569324,M,South Region,A Level or Equivalent,first,N
2574528,M,Ireland,HE Qualification,second,N
2574583,M,Yorkshire Region,Lower Than A Level,second,N
2576122,M,North Western Region,A Level or Equivalent,first,N
2578995,F,West Midlands Region,A Level or Equivalent,first,Y
2586560,F,East Anglian Region,Lower Than A Level,second,N
2594139,F,South West Region,A Level or Equivalent,first,N
2598871,F,East Anglian Region,A Level or Equivalent,second,N
2599352,F,Scotland,A Level or Equivalent,first,N
2600688,M,West Midlands Region,A Level or Equivalent,first,N
2606098,F,East Midlands Region,A Level or Equivalent,first,N
2613116,F,London Region,Lower Than A Level,second,N
2617002,F,Yorkshire Region,A Level or Equivalent,first,N
2620584,M,West Midlands Region,A Level or Equivalent,first,Y
2639449,M,East Midlands Region,A Level or Equivalent,first,N
2639540,F,North Western Region,A Level or Equivalent,second,N
2639641,M,South East Region,Lower Than A Level,second,N
2641155,M,East Midlands Region,Lower Than A Level,second,N
2643002,F,South West Region,A Level or Equivalent,second,N
2645733,F,South West Region,A Level or Equivalent,first,N
2649826,M,East Anglian Region,Lower Than A Level,second,N
2650282,M,London Region,A Level or Equivalent,second,N
2664024,M,South East Region,HE Qualification,second,N
2666246,M,North Western Region,A Level or Equivalent,first,N
2669816,M,Yorkshire Region,A Level or Equivalent,first,N
2671132,M,London Region,HE Qualification,thired,N
2676809,F,North Region,HE Qualification,first,N
2678643,F,South Region,A Level or Equivalent,first,N
2685865,F,East Midlands Region,Lower Than A Level,first,N
2688067,M,East Anglian Region,A Level or Equivalent,first,N
2689958,M,East Anglian Region,A Level or Equivalent,second,N
2691206,F,West Midlands Region,A Level or Equivalent,first,N
2691244,M,South Region,A Level or Equivalent,second,N
2694424,M,East Anglian Region,A Level or Equivalent,second,N
2698257,M,East Midlands Region,Lower Than A Level,first,N
6516,M,Scotland,HE Qualification,thired,N
24734,F,South Region,Lower Than A Level,first,N
26192,F,East Anglian Region,A Level or Equivalent,second,N
28061,M,Yorkshire Region,Lower Than A Level,second,N
31600,F,South West Region,A Level or Equivalent,first,N
46844,M,North Region,HE Qualification,second,N
52765,F,Yorkshire Region,Lower Than A Level,second,N
55104,F,West Midlands Region,A Level or Equivalent,first,N
58071,M,East Anglian Region,HE Qualification,thired,N
58316,F,Wales,A Level or Equivalent,first,N
62487,F,East Midlands Region,A Level or Equivalent,first,N
63165,M,South East Region,A Level or Equivalent,second,N
70011,F,Scotland,HE Qualification,first,N
75255,M,North Western Region,A Level or Equivalent,first,N
79403,M,South Region,Lower Than A Level,second,N
85092,F,South West Region,Lower Than A Level,first,N
85144,M,Scotland,A Level or Equivalent,second,N
85302,M,London Region,Lower Than A Level,second,N
87431,M,South East Region,Lower Than A Level,second,N
95755,M,South East Region,Lower Than A Level,first,N
101116,F,East Anglian Region,Lower Than A Level,second,N
107489,F,London Region,HE Qualification,first,N
108872,M,London Region,HE Qualification,thired,N
109155,F,South Region,HE Qualification,first,N
111512,M,Wales,A Level or Equivalent,first,N
117818,F,London Region,A Level or Equivalent,second,N
119902,F,South West Region,A Level or Equivalent,second,N
121349,F,South West Region,A Level or Equivalent,second,N
124064,F,South East Region,A Level or Equivalent,first,N
125018,M,South Region,HE Qualification,second,N
130034,F,East Anglian Region,A Level or Equivalent,second,N
130547,F,South Region,A Level or Equivalent,second,N
130636,M,South East Region,A Level or Equivalent,first,N
131390,M,East Anglian Region,A Level or Equivalent,second,N
133816,F,South Region,A Level or Equivalent,second,N
133922,M,North Region,Lower Than A Level,first,N
135471,M,East Anglian Region,Lower Than A Level,second,N
139033,M,South East Region,A Level or Equivalent,second,N
141506,M,Scotland,A Level or Equivalent,second,N
146503,M,East Anglian Region,Lower Than A Level,second,Y
149741,F,Scotland,A Level or Equivalent,second,N
149962,M,West Midlands Region,A Level or Equivalent,first,N
151587,F,Wales,A Level or Equivalent,first,N
152668,F,South Region,Lower Than A Level,first,N
158707,F,South East Region,A Level or Equivalent,first,N
164944,F,East Anglian Region,A Level or Equivalent,first,Y
165226,F,Wales,A Level or Equivalent,first,N
167961,M,South West Region,HE Qualification,thired,N
174024,M,North Region,A Level or Equivalent,second,N
174094,F,South East Region,Lower Than A Level,second,Y
174745,F,East Midlands Region,A Level or Equivalent,second,N
175447,M,London Region,A Level or Equivalent,second,N
175772,F,East Anglian Region,HE Qualification,second,N
183057,M,Wales,Lower Than A Level,first,N
185350,M,Yorkshire Region,Lower Than A Level,second,N
199636,M,East Anglian Region,A Level or Equivalent,second,N
199897,M,East Midlands Region,HE Qualification,second,N
200804,M,South Region,A Level or Equivalent,first,N
205494,M,South West Region,HE Qualification,second,N
228021,M,Scotland,A Level or Equivalent,second,N
228383,M,Yorkshire Region,HE Qualification,first,N
232307,M,South Region,Lower Than A Level,second,N
235068,F,East Midlands Region,Lower Than A Level,second,N
236875,M,West Midlands Region,A Level or Equivalent,first,N
237274,M,Yorkshire Region,A Level or Equivalent,first,N
243510,F,South West Region,Lower Than A Level,first,N
244246,F,South East Region,A Level or Equivalent,first,N
248581,F,West Midlands Region,A Level or Equivalent,first,N
252073,F,Yorkshire Region,A Level or Equivalent,second,N
254625,M,Wales,A Level or Equivalent,second,N
258587,M,South West Region,A Level or Equivalent,second,N
260623,M,South East Region,Lower Than A Level,first,N
263251,M,East Anglian Region,A Level or Equivalent,second,N
263543,M,East Anglian Region,Lower Than A Level,second,N
263952,M,North Region,Lower Than A Level,second,N
266524,F,South Region,A Level or Equivalent,first,N
273346,M,East Midlands Region,Lower Than A Level,second,N
274947,M,East Anglian Region,Lower Than A Level,first,N
275674,F,London Region,A Level or Equivalent,first,N
275792,F,East Anglian Region,HE Qualification,first,N
277123,F,East Midlands Region,A Level or Equivalent,second,N
281077,F,East Anglian Region,HE Qualification,first,N
281636,F,West Midlands Region,A Level or Equivalent,first,N
285315,M,East Anglian Region,HE Qualification,first,N
287040,F,East Anglian Region,A Level or Equivalent,second,N
287204,M,Scotland,A Level or Equivalent,first,N
287210,M,Scotland,A Level or Equivalent,second,N
288994,M,Scotland,A Level or Equivalent,first,N
289449,M,East Midlands Region,HE Qualification,second,N
290164,F,Scotland,HE Qualification,second,N
292525,M,South Region,A Level or Equivalent,first,N
292775,M,South East Region,A Level or Equivalent,first,N
293824,F,South West Region,A Level or Equivalent,second,N
294496,M,North Western Region,A Level or Equivalent,second,Y
294655,M,Wales,A Level or Equivalent,second,N
295060,M,East Anglian Region,A Level or Equivalent,first,N
295075,M,South Region,HE Qualification,thired,N
296424,M,Scotland,A Level or Equivalent,second,N
298034,M,Scotland,A Level or Equivalent,second,N
298838,F,Yorkshire Region,A Level or Equivalent,first,N
301967,M,South West Region,A Level or Equivalent,first,N
302476,M,South East Region,A Level or Equivalent,first,N
303521,F,Ireland,A Level or Equivalent,second,N
303985,F,Scotland,HE Qualification,first,N
304465,F,West Midlands Region,A Level or Equivalent,first,N
306646,M,South Region,A Level or Equivalent,first,N
309142,F,South Region,A Level or Equivalent,second,N
310412,F,London Region,A Level or Equivalent,second,N
311235,M,South West Region,A Level or Equivalent,second,N
311659,M,East Anglian Region,A Level or Equivalent,first,N
313937,M,Scotland,HE Qualification,second,N
315076,M,Yorkshire Region,A Level or Equivalent,first,N
315744,M,Scotland,A Level or Equivalent,second,N
323370,F,West Midlands Region,A Level or Equivalent,first,N
323805,F,West Midlands Region,A Level or Equivalent,first,N
328024,M,Yorkshire Region,A Level or Equivalent,second,N
328734,F,East Anglian Region,A Level or Equivalent,first,N
329659,F,East Anglian Region,A Level or Equivalent,first,Y
330594,M,South West Region,Lower Than A Level,first,N
332884,M,Wales,A Level or Equivalent,first,N
334441,M,London Region,HE Qualification,first,N
335247,M,South West Region,A Level or Equivalent,first,N
337748,F,Yorkshire Region,A Level or Equivalent,first,N
338407,M,East Midlands Region,A Level or Equivalent,second,N
341876,M,East Anglian Region,HE Qualification,first,N
345440,M,South Region,HE Qualification,first,N
345519,F,North Region,A Level or Equivalent,first,N
346118,F,East Anglian Region,A Level or Equivalent,second,N
348275,M,Scotland,HE Qualification,second,N
348807,M,East Midlands Region,A Level or Equivalent,second,N
350156,M,South West Region,A Level or Equivalent,first,N
350939,M,East Anglian Region,Lower Than A Level,first,N
351336,F,East Midlands Region,A Level or Equivalent,first,N
353665,M,South Region,A Level or Equivalent,second,N
354170,F,Wales,A Level or Equivalent,first,N
356170,M,North Western Region,HE Qualification,first,N
358182,M,South Region,Lower Than A Level,first,N
364957,F,East Anglian Region,HE Qualification,second,N
369834,M,West Midlands Region,A Level or Equivalent,first,N
371710,M,Scotland,HE Qualification,first,N
373872,F,South Region,A Level or Equivalent,first,N
375260,M,Ireland,HE Qualification,first,N
375646,M,London Region,A Level or Equivalent,first,N
377546,M,East Anglian Region,A Level or Equivalent,first,Y
381642,F,North Western Region,A Level or Equivalent,first,N
382095,M,South Region,Lower Than A Level,first,N
383180,F,South Region,A Level or Equivalent,first,N
383600,M,Scotland,A Level or Equivalent,first,N
383723,M,East Anglian Region,HE Qualification,thired,N
384203,M,Scotland,HE Qualification,first,N
384725,F,East Anglian Region,Lower Than A Level,second,N
387533,M,Scotland,HE Qualification,second,N
387954,F,South Region,A Level or Equivalent,second,N
388147,F,South West Region,A Level or Equivalent,second,N
391249,M,South Region,HE Qualification,second,N
396599,F,South Region,Lower Than A Level,first,Y
396655,F,South Region,Lower Than A Level,first,Y
398171,F,South West Region,A Level or Equivalent,first,N
398349,F,East Midlands Region,HE Qualification,first,N
400147,M,South East Region,Lower Than A Level,second,N
400682,F,London Region,A Level or Equivalent,first,N
401404,M,West Midlands Region,A Level or Equivalent,first,N
402204,M,West Midlands Region,A Level or Equivalent,second,N
402727,F,East Anglian Region,A Level or Equivalent,first,Y
402961,F,North Western Region,Lower Than A Level,second,N
404356,F,South East Region,A Level or Equivalent,first,N
406671,M,South West Region,A Level or Equivalent,second,N
406682,M,South East Region,HE Qualification,thired,N
409100,M,South East Region,HE Qualification,second,N
409703,M,East Anglian Region,A Level or Equivalent,first,N
410092,F,North Western Region,A Level or Equivalent,second,N
411971,M,Ireland,A Level or Equivalent,first,N
418731,M,Ireland,A Level or Equivalent,first,N
421455,F,North Region,A Level or Equivalent,first,N
424577,M,London Region,HE Qualification,first,N
429858,M,Ireland,Lower Than A Level,first,N
431025,M,East Anglian Region,A Level or Equivalent,first,N
439305,M,South East Region,A Level or Equivalent,second,N
440319,F,West Midlands Region,A Level or Equivalent,first,N
442064,F,South West Region,HE Qualification,first,N
442132,M,South West Region,HE Qualification,first,N
446108,M,South West Region,A Level or Equivalent,first,N
447481,M,Ireland,A Level or Equivalent,first,N
468120,M,West Midlands Region,Lower Than A Level,first,N
468694,M,South Region,A Level or Equivalent,first,N
470982,F,East Anglian Region,HE Qualification,second,N
476603,M,Wales,A Level or Equivalent,first,N
481022,M,East Midlands Region,A Level or Equivalent,first,N
483800,F,Yorkshire Region,A Level or Equivalent,first,N
