"id","gender","region","highest_education","age_band","disability","course","final_result","weekNo","homepage","content","url","quiz","glossary","forum","wiki"
"28061","Male","Yorkshire Region",,"second",false,"AAA2014J","Pass","-2",21,55,2,0,0,33,0
"28061","Male","Yorkshire Region",,"second",false,"AAA2014J","Pass","-1",20,27,5,0,0,20,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","0",2,0,0,0,0,15,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","2",4,21,0,0,0,12,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","3",11,53,1,0,0,29,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","7",8,4,1,0,0,24,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","16",1,2,0,0,0,9,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","23",3,1,0,0,0,3,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","24",15,2,0,0,0,46,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","30",8,10,0,0,0,20,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","34",0,3,0,0,0,23,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","-3",12,11,0,0,0,19,0
"31600","Female","South West Region",,"first",false,"AAA2014J","Pass","-1",3,0,0,0,0,26,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","0",2,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","1",13,27,0,0,0,26,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","2",2,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","4",1,10,0,0,0,3,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","6",5,6,0,0,0,5,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","7",13,32,1,0,0,11,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","8",1,2,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","9",1,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","10",2,2,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","13",2,0,0,0,0,16,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","15",2,0,0,0,0,13,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","16",5,10,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","17",1,1,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","18",3,1,0,0,0,3,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","20",1,4,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","21",3,0,0,0,0,4,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","23",1,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","25",2,2,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","28",2,0,0,0,0,4,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","29",0,1,1,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","30",1,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","31",1,0,0,0,0,3,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","32",11,9,0,0,0,7,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","33",1,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","34",1,0,0,0,0,1,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","36",1,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","37",4,1,0,0,0,1,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","-3",4,4,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","-2",4,0,0,0,0,0,0
"46844","Male","North Region",,"second",false,"AAA2014J","Pass","-1",2,0,0,0,0,0,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","0",122,114,5,0,0,328,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","1",60,21,4,0,0,206,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","2",79,104,12,0,0,185,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","3",37,119,8,0,0,82,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","4",28,41,11,0,0,100,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","5",33,109,6,0,0,62,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","6",25,34,2,0,0,84,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","7",34,43,2,0,0,89,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","8",24,41,1,0,0,62,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","9",32,32,2,0,0,67,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","10",27,97,3,0,0,38,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","11",10,15,1,0,0,2,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","12",32,86,5,0,0,63,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","13",16,3,0,0,0,66,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","14",23,12,2,0,0,70,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","15",17,18,1,0,0,46,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","16",12,42,0,0,0,17,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","17",10,26,0,0,0,33,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","18",9,26,5,0,0,6,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","19",17,52,2,0,0,15,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","20",16,20,0,0,0,7,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","21",9,56,3,0,0,0,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","22",3,20,4,0,0,0,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","23",19,17,2,0,0,23,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","24",14,37,0,0,0,14,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","25",21,75,0,0,0,3,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","26",9,14,1,0,0,0,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","27",17,61,1,0,0,12,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","28",3,7,0,0,0,3,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","29",14,4,6,0,0,18,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","30",17,8,2,0,0,17,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","31",9,15,0,0,0,27,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","32",17,0,0,0,0,50,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","33",3,0,0,0,0,13,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","34",5,1,0,0,0,31,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","35",5,0,0,0,0,8,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","37",4,0,0,0,0,5,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","38",1,0,0,0,0,0,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","-3",13,28,0,0,0,19,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","-2",69,144,10,0,0,73,0
"52765","Female","Yorkshire Region",,"second",false,"AAA2014J","Pass","-1",44,82,9,0,0,87,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","0",33,71,3,0,0,83,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","1",4,5,0,0,0,15,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","2",29,62,5,0,0,15,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","4",13,19,2,0,0,14,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","5",13,25,5,0,0,4,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","7",8,26,0,0,0,7,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","8",4,0,2,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","9",3,1,0,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","10",1,0,0,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","13",7,48,0,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","14",10,53,5,0,0,9,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","15",6,8,3,0,0,25,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","16",14,28,3,0,0,37,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","17",6,27,0,0,0,5,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","18",2,2,1,0,0,2,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","19",6,18,1,0,0,3,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","20",6,21,1,0,0,1,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","21",3,3,2,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","22",5,6,1,0,0,26,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","23",5,6,3,0,0,11,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","25",3,1,0,0,0,2,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","26",1,1,0,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","27",4,20,0,0,0,9,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","28",7,9,4,0,0,0,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","29",8,0,4,0,0,12,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","30",14,9,4,0,0,12,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","31",5,6,0,0,0,2,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","34",14,43,1,0,0,26,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","37",1,0,0,0,0,12,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","-3",27,76,7,0,0,6,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","-2",17,31,4,0,0,11,0
"55104","Female","West Midlands Region",,"first",false,"AAA2014J","Pass","-1",8,18,2,0,0,3,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","0",153,155,2,0,0,253,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","1",32,48,0,0,0,31,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","2",28,71,0,0,0,19,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","3",19,63,0,0,0,8,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","4",4,4,0,0,0,5,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","5",14,83,0,0,0,7,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","6",13,52,0,0,0,7,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","7",8,19,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","8",15,53,0,0,0,1,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","11",4,7,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","12",18,48,0,0,0,2,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","13",21,103,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","14",10,103,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","15",21,85,0,0,0,6,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","16",7,2,2,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","17",39,84,4,0,0,1,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","18",15,14,1,0,0,7,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","19",10,34,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","20",16,110,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","21",3,23,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","22",9,67,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","23",2,3,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","24",10,79,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","25",2,1,0,0,0,1,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","26",11,73,0,0,0,1,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","27",11,44,0,0,0,0,0
"58071","Male","East Anglian Region",,"thired",false,"AAA2014J","Pass","28",9,23,0,0,0,0,0
