code_module,code_presentation,id_student,id_site,date
AAA,2014J,75255,877043,-24
AAA,2014J,75255,877025,-24
AAA,2014J,75255,877044,-24
AAA,2014J,75255,877069,-24
AAA,2014J,75255,877045,-24
AAA,2014J,75255,877066,-24
AAA,2014J,75255,877030,-24
AAA,2014J,75255,877079,-24
AAA,2014J,85302,877079,-24
AAA,2014J,85302,877085,-24
AAA,2014J,85302,877053,-24
AAA,2014J,85302,877142,-24
AAA,2014J,85302,877030,-24
AAA,2014J,85302,877266,-24
AAA,2014J,85302,877081,-24
AAA,2014J,85302,877028,-24
AAA,2014J,135471,877085,-24
AAA,2014J,135471,877049,-24
AAA,2014J,135471,877065,-24
AAA,2014J,135471,877081,-24
AAA,2014J,135471,877053,-24
AAA,2014J,135471,877030,-24
AAA,2014J,135335,877030,-24
AAA,2014J,135471,877266,-24
AAA,2014J,135471,877387,-24
AAA,2014J,135471,877237,-24
AAA,2014J,135471,877044,-24
AAA,2014J,133922,877030,-24
AAA,2014J,141506,877053,-24
AAA,2014J,141506,877030,-24
AAA,2014J,141506,877067,-24
AAA,2014J,146503,877030,-24
AAA,2014J,146503,877066,-24
AAA,2014J,146503,877079,-24
AAA,2014J,146503,877038,-24
AAA,2014J,146503,877043,-24
AAA,2014J,146503,877231,-24
AAA,2014J,146503,877053,-24
AAA,2014J,146503,877069,-24
AAA,2014J,130636,877053,-24
AAA,2014J,130636,877079,-24
AAA,2014J,130034,877079,-24
AAA,2014J,130636,877030,-24
AAA,2014J,130636,877138,-24
AAA,2014J,130034,877025,-24
AAA,2014J,130636,877266,-24
AAA,2014J,130636,877237,-24
AAA,2014J,130636,877236,-24
AAA,2014J,130636,877224,-24
AAA,2014J,130636,877230,-24
AAA,2014J,130547,877053,-24
AAA,2014J,130547,877030,-24
AAA,2014J,130034,877030,-24
AAA,2014J,131390,877025,-24
AAA,2014J,131390,877030,-24
AAA,2014J,131390,877073,-24
AAA,2014J,131390,877071,-24
AAA,2014J,131390,877266,-24
AAA,2014J,131390,877053,-24
AAA,2014J,131390,877049,-24
AAA,2014J,131390,877044,-24
AAA,2014J,131390,877045,-24
AAA,2014J,131390,877237,-24
AAA,2014J,131390,877231,-24
AAA,2014J,131390,877228,-24
AAA,2014J,131390,877211,-24
AAA,2014J,131390,877079,-24
AAA,2014J,151587,877079,-24
AAA,2014J,151587,877030,-24
AAA,2014J,148993,877085,-24
AAA,2014J,148993,877043,-24
AAA,2014J,148993,877025,-24
AAA,2014J,148993,877079,-24
AAA,2014J,148993,877237,-24
AAA,2014J,148993,877030,-24
AAA,2014J,149741,877237,-24
AAA,2014J,149741,877387,-24
AAA,2014J,149741,877081,-24
AAA,2014J,149741,877228,-24
AAA,2014J,149741,877025,-24
AAA,2014J,149741,877085,-24
AAA,2014J,149741,877211,-24
AAA,2014J,149741,877030,-24
AAA,2014J,149741,877065,-24
AAA,2014J,149741,877049,-24
AAA,2014J,149741,877073,-24
AAA,2014J,149741,877231,-24
AAA,2014J,149741,877053,-24
AAA,2014J,152668,877053,-24
AAA,2014J,152668,877030,-24
AAA,2014J,101116,877266,-24
AAA,2014J,101116,877050,-24
AAA,2014J,101116,877196,-24
AAA,2014J,101116,877044,-24
AAA,2014J,101116,877053,-24
AAA,2014J,101116,877079,-24
AAA,2014J,101116,877142,-24
AAA,2014J,101116,877045,-24
AAA,2014J,101116,877043,-24
AAA,2014J,101116,877081,-24
AAA,2014J,107489,877030,-24
AAA,2014J,107489,877053,-24
AAA,2014J,109155,877030,-24
AAA,2014J,108872,877030,-24
AAA,2014J,258587,877025,-24
AAA,2014J,258587,877053,-24
AAA,2014J,258587,877045,-24
AAA,2014J,258587,877069,-24
AAA,2014J,258587,877043,-24
AAA,2014J,258587,877399,-24
AAA,2014J,258587,877142,-24
AAA,2014J,258587,877038,-24
AAA,2014J,258587,877079,-24
AAA,2014J,258587,877228,-24
AAA,2014J,258587,877211,-24
AAA,2014J,258587,877030,-24
AAA,2014J,258587,877066,-24
AAA,2014J,254625,877025,-24
AAA,2014J,254625,877211,-24
AAA,2014J,254625,877228,-24
AAA,2014J,254625,877079,-24
AAA,2014J,254625,877030,-24
AAA,2014J,254625,877053,-24
AAA,2014J,254625,877043,-24
AAA,2014J,260623,877053,-24
AAA,2014J,260623,877030,-24
AAA,2014J,273346,877045,-24
AAA,2014J,273346,877044,-24
AAA,2014J,273346,877231,-24
AAA,2014J,273346,877030,-24
AAA,2014J,273346,877069,-24
AAA,2014J,273346,877079,-24
AAA,2014J,273346,877066,-24
AAA,2014J,273346,877043,-24
AAA,2014J,273346,877038,-24
AAA,2014J,237274,877025,-24
AAA,2014J,237274,877045,-24
AAA,2014J,237274,877043,-24
AAA,2014J,237274,877079,-24
AAA,2014J,237274,877237,-24
AAA,2014J,237274,877069,-24
AAA,2014J,237274,877387,-24
AAA,2014J,237274,877066,-24
AAA,2014J,237274,877053,-24
AAA,2014J,237274,877038,-24
AAA,2014J,237274,877030,-24
AAA,2014J,244246,877211,-24
AAA,2014J,244246,877030,-24
AAA,2014J,244246,877044,-24
AAA,2014J,244246,877399,-24
AAA,2014J,244246,877053,-24
AAA,2014J,244246,877038,-24
AAA,2014J,244246,877079,-24
AAA,2014J,244246,877025,-24
AAA,2014J,244246,877045,-24
AAA,2014J,244246,877069,-24
AAA,2014J,244246,877043,-24
AAA,2014J,244246,877066,-24
AAA,2014J,248581,877025,-24
AAA,2014J,248581,877079,-24
AAA,2014J,248581,877043,-24
AAA,2014J,248581,877237,-24
AAA,2014J,248581,877085,-24
AAA,2014J,248581,877069,-24
AAA,2014J,248581,877387,-24
AAA,2014J,248581,877038,-24
AAA,2014J,248581,877228,-24
AAA,2014J,248581,877231,-24
AAA,2014J,248581,877211,-24
AAA,2014J,248581,877044,-24
AAA,2014J,248581,877030,-24
AAA,2014J,248581,877053,-24
AAA,2014J,248581,877073,-24
AAA,2014J,248581,877066,-24
AAA,2014J,263543,877025,-24
AAA,2014J,263543,877030,-24
AAA,2014J,263543,877079,-24
AAA,2014J,266524,877025,-24
AAA,2014J,266524,877079,-24
AAA,2014J,266524,877231,-24
AAA,2014J,266524,877237,-24
AAA,2014J,266524,877030,-24
AAA,2014J,235507,877053,-24
AAA,2014J,235507,877025,-24
AAA,2014J,235507,877079,-24
AAA,2014J,235507,877211,-24
AAA,2014J,235507,877030,-24
AAA,2014J,232307,877030,-24
AAA,2014J,232307,877065,-24
AAA,2014J,232307,877049,-24
AAA,2014J,232307,877053,-24
AAA,2014J,232307,877025,-24
AAA,2014J,232307,877079,-24
AAA,2014J,232307,877237,-24
AAA,2014J,232307,877085,-24
AAA,2014J,235068,877079,-24
AAA,2014J,235068,877053,-24
AAA,2014J,235068,877038,-24
AAA,2014J,235068,877025,-24
AAA,2014J,235068,877030,-24
AAA,2014J,205494,877079,-24
AAA,2014J,205494,877053,-24
AAA,2014J,205494,877030,-24
AAA,2014J,188278,877025,-24
AAA,2014J,188278,877053,-24
AAA,2014J,188278,877066,-24
AAA,2014J,188278,877079,-24
AAA,2014J,188278,877069,-24
AAA,2014J,188278,877043,-24
AAA,2014J,188278,877231,-24
AAA,2014J,188278,877038,-24
AAA,2014J,188278,877030,-24
AAA,2014J,167961,877079,-24
AAA,2014J,167961,877030,-24
AAA,2014J,158707,877030,-24
AAA,2014J,158707,877025,-24
AAA,2014J,155984,877053,-24
AAA,2014J,155984,877030,-24
AAA,2014J,159954,877030,-24
AAA,2014J,159954,877066,-24
AAA,2014J,159954,877025,-24
AAA,2014J,228021,877045,-24
AAA,2014J,228021,877025,-24
AAA,2014J,228021,877030,-24
AAA,2014J,174745,877053,-24
AAA,2014J,174094,877045,-24
AAA,2014J,174745,877237,-24
AAA,2014J,174094,877044,-24
AAA,2014J,174094,877211,-24
AAA,2014J,174094,877081,-24
AAA,2014J,174094,877228,-24
AAA,2014J,174094,877237,-24
AAA,2014J,174094,877053,-24
AAA,2014J,174745,877079,-24
AAA,2014J,174745,877066,-24
AAA,2014J,174094,877071,-24
AAA,2014J,174745,877028,-24
AAA,2014J,174094,877025,-24
AAA,2014J,174745,877043,-24
AAA,2014J,174745,877069,-24
AAA,2014J,174745,877038,-24
AAA,2014J,174745,877030,-24
AAA,2014J,175772,877266,-24
AAA,2014J,175772,877025,-24
AAA,2014J,175772,877065,-24
AAA,2014J,175772,877085,-24
AAA,2014J,175447,877030,-24
AAA,2014J,175772,877234,-24
AAA,2014J,175772,877069,-24
AAA,2014J,175772,877081,-24
AAA,2014J,175772,877053,-24
AAA,2014J,175772,877030,-24
AAA,2014J,175772,877066,-24
AAA,2014J,175772,877043,-24
AAA,2014J,175772,877079,-24
AAA,2014J,175447,877211,-24
AAA,2014J,175772,877048,-24
AAA,2014J,175772,877049,-24
AAA,2014J,175772,877028,-24
AAA,2014J,175772,877038,-24
AAA,2014J,174094,877030,-24
AAA,2014J,304465,877266,-24
AAA,2014J,304465,877142,-24
AAA,2014J,304465,877053,-24
AAA,2014J,304465,877030,-24
AAA,2014J,302476,877085,-24
AAA,2014J,302476,877079,-24
AAA,2014J,302476,877030,-24
AAA,2014J,302476,877040,-24
AAA,2014J,302476,877211,-24
AAA,2014J,302476,877043,-24
AAA,2014J,302476,877045,-24
AAA,2014J,302476,877053,-24
AAA,2014J,302476,877076,-24
AAA,2014J,303521,877053,-24
AAA,2014J,303521,877025,-24
AAA,2014J,303521,877030,-24
AAA,2014J,296424,877030,-24
AAA,2014J,296424,877038,-24
AAA,2014J,296424,877069,-24
AAA,2014J,296424,877043,-24
AAA,2014J,296424,877066,-24
AAA,2014J,296424,877025,-24
AAA,2014J,296424,877079,-24
AAA,2014J,295060,877266,-24
AAA,2014J,295060,877142,-24
AAA,2014J,295060,877237,-24
AAA,2014J,295060,877049,-24
AAA,2014J,295060,877053,-24
AAA,2014J,295060,877079,-24
AAA,2014J,295060,877030,-24
AAA,2014J,275792,877079,-24
AAA,2014J,275792,877030,-24
AAA,2014J,275792,877043,-24
AAA,2014J,275674,877053,-24
AAA,2014J,275792,877066,-24
AAA,2014J,275674,877030,-24
AAA,2014J,275674,877079,-24
AAA,2014J,275792,877069,-24
AAA,2014J,275792,877038,-24
AAA,2014J,287210,877025,-24
AAA,2014J,287210,877211,-24
AAA,2014J,287210,877399,-24
AAA,2014J,287210,877383,-24
AAA,2014J,287210,877228,-24
AAA,2014J,287210,877044,-24
AAA,2014J,287210,877049,-24
AAA,2014J,287210,877237,-24
AAA,2014J,287210,877030,-24
AAA,2014J,287210,877038,-24
AAA,2014J,287210,877045,-24
AAA,2014J,287210,877040,-24
AAA,2014J,287210,877053,-24
AAA,2014J,287040,877066,-24
AAA,2014J,287040,877069,-24
AAA,2014J,287040,877079,-24
AAA,2014J,287040,877043,-24
AAA,2014J,287040,877045,-24
AAA,2014J,287040,877387,-24
AAA,2014J,287040,877237,-24
AAA,2014J,287040,877397,-24
AAA,2014J,287040,877049,-24
AAA,2014J,287040,877142,-24
AAA,2014J,287040,877053,-24
AAA,2014J,287040,877044,-24
AAA,2014J,287040,877048,-24
AAA,2014J,287040,877038,-24
AAA,2014J,287040,877231,-24
AAA,2014J,287040,877030,-24
AAA,2014J,287040,877081,-24
AAA,2014J,287040,877211,-24
AAA,2014J,290164,877065,-24
AAA,2014J,290164,877043,-24
AAA,2014J,290164,877081,-24
AAA,2014J,290164,877079,-24
AAA,2014J,290164,877025,-24
AAA,2014J,290164,877030,-24
AAA,2014J,290164,877028,-24
AAA,2014J,290164,877066,-24
AAA,2014J,290164,877085,-24
AAA,2014J,290164,877038,-24
AAA,2014J,290164,877069,-24
AAA,2014J,290164,877053,-24
AAA,2014J,313937,877030,-24
AAA,2014J,292775,877025,-24
AAA,2014J,292775,877030,-24
AAA,2014J,292775,877053,-24
AAA,2014J,293824,877228,-24
AAA,2014J,293824,877260,-24
AAA,2014J,293824,877069,-24
AAA,2014J,293824,877211,-24
AAA,2014J,293824,877030,-24
AAA,2014J,293824,877043,-24
AAA,2014J,293824,877044,-24
AAA,2014J,293824,877079,-24
AAA,2014J,293824,877266,-24
AAA,2014J,293824,877053,-24
AAA,2014J,293824,877025,-24
AAA,2014J,293824,877038,-24
AAA,2014J,293824,877066,-24
AAA,2014J,293824,877237,-24
AAA,2014J,293824,877231,-24
AAA,2014J,290164,877261,-24
AAA,2014J,290164,877162,-24
AAA,2014J,290164,877211,-24
AAA,2014J,290164,877199,-24
AAA,2014J,290164,877158,-24
AAA,2014J,290164,877145,-24
AAA,2014J,290164,877151,-24
AAA,2014J,290164,877197,-24
AAA,2014J,290164,877196,-24
AAA,2014J,290164,877190,-24
AAA,2014J,290164,877152,-24
AAA,2014J,290164,877156,-24
AAA,2014J,290164,877187,-24
AAA,2014J,290164,877182,-24
AAA,2014J,290164,877172,-24
AAA,2014J,290164,877168,-24
AAA,2014J,290164,877216,-24
AAA,2014J,290164,877198,-24
AAA,2014J,290164,877142,-24
AAA,2014J,290164,877259,-24
AAA,2014J,290164,877240,-24
AAA,2014J,290164,877258,-24
AAA,2014J,290164,877256,-24
AAA,2014J,290164,877255,-24
AAA,2014J,290164,877184,-24
AAA,2014J,290164,877155,-24
AAA,2014J,290164,877231,-24
AAA,2014J,290164,877140,-24
AAA,2014J,290164,877220,-24
AAA,2014J,281077,877053,-24
AAA,2014J,281077,877203,-24
AAA,2014J,281077,877030,-24
AAA,2014J,281636,877223,-24
AAA,2014J,281636,877044,-24
AAA,2014J,281636,877236,-24
AAA,2014J,281636,877237,-24
AAA,2014J,281636,877043,-24
AAA,2014J,281636,877073,-24
AAA,2014J,281636,877387,-24
AAA,2014J,281636,877025,-24
AAA,2014J,281636,877231,-24
AAA,2014J,281636,877053,-24
AAA,2014J,281636,877085,-24
AAA,2014J,281636,877045,-24
AAA,2014J,281636,877030,-24
AAA,2014J,281636,877066,-24
AAA,2014J,281636,877081,-24
AAA,2014J,281636,877079,-24
AAA,2014J,281636,877069,-24
AAA,2014J,281636,877038,-24
AAA,2014J,608440,877030,-24
AAA,2014J,608440,877211,-24
AAA,2014J,608440,877079,-24
AAA,2014J,608440,877025,-24
AAA,2014J,608440,877069,-24
AAA,2014J,608440,877066,-24
AAA,2014J,608440,877044,-24
AAA,2014J,608440,877045,-24
AAA,2014J,608440,877085,-24
AAA,2014J,608440,877038,-24
AAA,2014J,608440,877043,-24
AAA,2014J,626240,877030,-24
AAA,2014J,1715896,877044,-24
AAA,2014J,1715896,877045,-24
AAA,2014J,1715896,877158,-24
AAA,2014J,1715896,877025,-24
AAA,2014J,1715896,877053,-24
AAA,2014J,1715896,877030,-24
AAA,2014J,1715896,877231,-24
AAA,2014J,1715896,877237,-24
AAA,2014J,1715896,877085,-24
AAA,2014J,1715896,877079,-24
AAA,2014J,1715896,877142,-24
AAA,2014J,1715896,877152,-24
AAA,2014J,1715896,877156,-24
AAA,2014J,1686551,877069,-24
AAA,2014J,1686551,877025,-24
AAA,2014J,1686551,877030,-24
AAA,2014J,1686551,877038,-24
AAA,2014J,1686551,877044,-24
AAA,2014J,1686551,877079,-24
AAA,2014J,1686551,877053,-24
AAA,2014J,1689639,877030,-24
AAA,2014J,1689639,877237,-24
AAA,2014J,1689639,877053,-24
AAA,2014J,1689639,877049,-24
AAA,2014J,1970390,877025,-24
AAA,2014J,1970390,877030,-24
AAA,2014J,1947156,877044,-24
AAA,2014J,1947156,877049,-24
AAA,2014J,1947156,877045,-24
AAA,2014J,1947156,877053,-24
AAA,2014J,1947156,877085,-24
AAA,2014J,1947156,877025,-24
AAA,2014J,1947156,877030,-24
AAA,2014J,1947156,877079,-24
AAA,2014J,1947156,877142,-24
AAA,2014J,1947156,877211,-24
AAA,2014J,1947156,877081,-24
AAA,2014J,1947156,877073,-24
AAA,2014J,1947156,877266,-24
AAA,2014J,1947156,877237,-24
AAA,2014J,1947156,877231,-24
AAA,2014J,1926668,877225,-24
AAA,2014J,1926668,877399,-24
AAA,2014J,1926668,877236,-24
AAA,2014J,1926668,877045,-24
AAA,2014J,1926668,877142,-24
AAA,2014J,1926668,877040,-24
AAA,2014J,1926668,877030,-24
AAA,2014J,1926668,877050,-24
AAA,2014J,1926668,877053,-24
AAA,2014J,1926668,877044,-24
AAA,2014J,1926668,877266,-24
AAA,2014J,1773377,877085,-24
AAA,2014J,1773377,877079,-24
AAA,2014J,1773377,877030,-24
AAA,2014J,1773377,877045,-24
AAA,2014J,721259,877053,-24
AAA,2014J,721259,877025,-24
AAA,2014J,721259,877030,-24
AAA,2014J,2057803,877211,-24
AAA,2014J,2057803,877044,-24
AAA,2014J,2057803,877079,-24
AAA,2014J,2057803,877237,-24
AAA,2014J,2057803,877025,-24
AAA,2014J,2057803,877228,-24
AAA,2014J,2057803,877043,-24
AAA,2014J,2057803,877076,-24
AAA,2014J,2057803,877030,-24
AAA,2014J,2057803,877045,-24
AAA,2014J,2057803,877053,-24
AAA,2014J,2085209,877079,-24
AAA,2014J,2085209,877231,-24
AAA,2014J,2085209,877025,-24
AAA,2014J,2085209,877030,-24
AAA,2014J,2085209,877142,-24
AAA,2014J,2085209,877053,-24
AAA,2014J,2085209,877045,-24
AAA,2014J,2085209,877236,-24
AAA,2014J,2085209,877237,-24
AAA,2014J,2085209,877081,-24
AAA,2014J,2085209,877085,-24
AAA,2014J,2045084,877025,-24
AAA,2014J,2045084,877079,-24
AAA,2014J,2045084,877236,-24
AAA,2014J,2045084,877230,-24
AAA,2014J,2045084,877224,-24
AAA,2014J,2045084,877030,-24
AAA,2014J,2045084,877138,-24
AAA,2014J,2086400,877030,-24
AAA,2014J,2086400,877025,-24
AAA,2014J,2086400,877237,-24
AAA,2014J,2165164,877387,-24
AAA,2014J,2165164,877085,-24
AAA,2014J,2165164,877053,-24
AAA,2014J,2165164,877231,-24
AAA,2014J,2165164,877237,-24
AAA,2014J,2165164,877266,-24
AAA,2014J,2165164,877030,-24
AAA,2014J,2165164,877045,-24
AAA,2014J,2165164,877049,-24
AAA,2014J,2165164,877025,-24
AAA,2014J,2165164,877073,-24
AAA,2014J,2165164,877044,-24
AAA,2014J,2165164,877081,-24
AAA,2014J,2165164,877065,-24
AAA,2014J,2630087,877025,-24
AAA,2014J,2633226,877079,-24
AAA,2014J,2633226,877030,-24
AAA,2014J,2633226,877045,-24
AAA,2014J,2633226,877237,-24
AAA,2014J,2630087,877030,-24
AAA,2014J,2630087,877043,-24
AAA,2014J,2630087,877044,-24
AAA,2014J,2630087,877045,-24
AAA,2014J,2630087,877066,-24
AAA,2014J,2630087,877211,-24
AAA,2014J,2630087,877079,-24
AAA,2014J,2601889,877025,-24
AAA,2014J,2601889,877231,-24
AAA,2014J,2601889,877211,-24
AAA,2014J,2601889,877045,-24
AAA,2014J,2601889,877053,-24
AAA,2014J,2601889,877076,-24
AAA,2014J,2601889,877085,-24
AAA,2014J,2601889,877044,-24
AAA,2014J,2601889,877073,-24
AAA,2014J,2601889,877030,-24
AAA,2014J,2601889,877237,-24
AAA,2014J,2601889,877399,-24
AAA,2014J,2601889,877081,-24
AAA,2014J,2551797,877053,-24
AAA,2014J,2551797,877045,-24
AAA,2014J,2551797,877044,-24
AAA,2014J,2551797,877152,-24
AAA,2014J,2551797,877155,-24
AAA,2014J,2551797,877145,-24
AAA,2014J,2551797,877142,-24
AAA,2014J,2551797,877140,-24
AAA,2014J,2551797,877156,-24
AAA,2014J,2551797,877158,-24
AAA,2014J,2551797,877162,-24
AAA,2014J,2551797,877086,-24
AAA,2014J,2551797,877076,-24
AAA,2014J,2551797,877151,-24
AAA,2014J,2551797,877258,-24
AAA,2014J,2551797,877220,-24
AAA,2014J,2551797,877231,-24
AAA,2014J,2551797,877237,-24
AAA,2014J,2551797,877240,-24
AAA,2014J,2551797,877255,-24
AAA,2014J,2551797,877256,-24
AAA,2014J,2551797,877259,-24
AAA,2014J,2551797,877260,-24
AAA,2014J,2551797,877387,-24
AAA,2014J,2551797,877216,-24
AAA,2014J,2551797,877199,-24
AAA,2014J,2551797,877168,-24
AAA,2014J,2551797,877261,-24
AAA,2014J,2551797,877172,-24
AAA,2014J,2551797,877182,-24
AAA,2014J,2551797,877184,-24
AAA,2014J,2551797,877187,-24
AAA,2014J,2551797,877190,-24
AAA,2014J,2551797,877196,-24
AAA,2014J,2551797,877197,-24
AAA,2014J,2551797,877198,-24
AAA,2014J,2551797,877025,-24
AAA,2014J,2551797,877040,-24
AAA,2014J,2551797,877203,-24
AAA,2014J,2551797,877030,-24
AAA,2014J,2546445,877030,-24
AAA,2014J,2546445,877085,-24
