code_presentation,code_module,final_result,date_unregistration,num_of_prev_attempts,studied_credits,date_registration,id_student
2013J,AAA,Withdrawn,65,0,240,-192,334333
2013J,AAA,Withdrawn,160,0,60,-196,335764
2013J,AAA,Pass,,0,120,-110,336207
2013J,AAA,Pass,,0,60,-57,339972
2013J,AAA,Fail,,0,180,48,341872
2013J,AAA,Withdrawn,51,0,60,-71,342007
2013J,AAA,Pass,,0,60,-81,342514
2013J,AAA,Pass,,0,60,-60,342972
2013J,AAA,Pass,,0,120,-49,343446
2013J,AAA,Fail,,0,60,-12,344282
2013J,AAA,Pass,,0,180,-37,345068
2013J,AAA,Distinction,,0,60,-18,345357
2013J,AAA,Pass,,0,120,-75,346025
2013J,AAA,Fail,,0,120,-44,346843
2013J,AAA,Pass,,0,60,-49,350188
2013J,AAA,Withdrawn,5,0,120,-32,354858
2013J,AAA,Fail,,0,60,-38,357668
2013J,AAA,Fail,,0,60,-129,364177
2013J,AAA,Pass,,0,120,-38,365244
2013J,AAA,Pass,,0,60,-52,365642
2013J,AAA,Pass,,0,60,-4,366483
2013J,AAA,Pass,,0,120,-123,368194
2013J,AAA,Fail,,0,120,-60,368824
2013J,AAA,Pass,,0,180,-19,368963
2013J,AAA,Distinction,,0,60,-87,376439
2013J,AAA,Pass,,0,60,-64,376581
2013J,AAA,Pass,,0,60,-155,380953
2013J,AAA,Pass,,0,120,-61,383254
2013J,AAA,Pass,,0,120,-192,386924
2013J,AAA,Pass,,0,120,-38,386952
2013J,AAA,Pass,,0,60,-179,388722
2013J,AAA,Pass,,0,60,-185,388885
2013J,AAA,Withdrawn,202,0,90,-31,390890
2013J,AAA,Fail,,0,120,-58,392756
2013J,AAA,Pass,,0,120,-54,392931
2013J,AAA,Pass,,0,60,-38,393207
2013J,AAA,Pass,,0,180,-23,396872
2013J,AAA,Fail,,0,240,-57,398552
2013J,AAA,Pass,,0,60,-53,401869
2013J,AAA,Pass,,0,60,-130,402470
2013J,AAA,Pass,,0,120,-129,404804
2013J,AAA,Pass,,0,120,-67,405088
2013J,AAA,Withdrawn,-100,0,240,-170,405961
2013J,AAA,Pass,,0,120,-73,414117
2013J,AAA,Withdrawn,172,0,90,-60,415969
2013J,AAA,Fail,,0,60,-15,420087
2013J,AAA,Pass,,0,60,-58,429958
2013J,AAA,Pass,,0,150,-52,441018
2013J,AAA,Pass,,0,120,-53,441888
2013J,AAA,Withdrawn,119,0,120,-32,442442
2013J,AAA,Distinction,,0,60,-38,444677
2013J,AAA,Withdrawn,73,0,60,-43,470588
2013J,AAA,Pass,,0,60,-120,489455
2013J,AAA,Fail,,0,60,-38,494424
2013J,AAA,Pass,,0,120,-29,495284
2013J,AAA,Pass,,0,60,-16,498857
2013J,AAA,Pass,,0,120,-156,508818
2013J,AAA,Pass,,0,120,-32,512460
2013J,AAA,Pass,,0,120,-127,544103
2013J,AAA,Pass,,0,60,-51,550383
2013J,AAA,Fail,,0,120,-43,564450
2013J,AAA,Withdrawn,128,0,60,-30,568601
2013J,AAA,Pass,,0,120,-158,572652
2013J,AAA,Pass,,0,120,-22,580389
2013J,AAA,Fail,,0,120,-38,581129
2013J,AAA,Pass,,0,120,-17,588775
2013J,AAA,Pass,,0,60,-46,591774
2013J,AAA,Withdrawn,241,0,60,-38,603861
2013J,AAA,Fail,,0,60,-43,606143
2013J,AAA,Pass,,0,120,-29,704156
2013J,AAA,Distinction,,0,120,-57,705379
2013J,AAA,Withdrawn,23,0,120,-73,721259
2013J,AAA,Pass,,0,60,-138,749412
2013J,AAA,Distinction,,0,60,-67,760729
2013J,AAA,Pass,,0,60,-91,905042
2013J,AAA,Pass,,0,60,-59,949618
2013J,AAA,Pass,,0,60,-67,958987
2013J,AAA,Pass,,0,60,-170,968578
2013J,AAA,Withdrawn,173,0,180,-42,969076
2013J,AAA,Pass,,0,60,-62,971027
2013J,AAA,Pass,,0,60,-108,978739
2013J,AAA,Pass,,0,60,-87,1035023
2013J,AAA,Pass,,0,60,-144,1105478
2013J,AAA,Withdrawn,203,0,60,-63,1352868
2013J,AAA,Fail,,0,60,-35,1401935
2013J,AAA,Pass,,0,60,-195,1402638
2013J,AAA,Fail,,0,120,-169,1414443
2013J,AAA,Withdrawn,27,0,60,-87,1456619
2013J,AAA,Pass,,0,120,-38,1465690
2013J,AAA,Fail,,0,60,20,1472925
2013J,AAA,Pass,,0,60,-30,1488959
2013J,AAA,Pass,,0,60,-102,1518989
2013J,AAA,Pass,,0,60,-95,1618738
2013J,AAA,Fail,,0,60,-95,1620151
2013J,AAA,Distinction,,0,60,-195,1626710
2013J,AAA,Pass,,0,60,-191,1640609
2013J,AAA,Withdrawn,37,0,60,-124,1686521
2013J,AAA,Pass,,0,60,-106,1729319
2013J,AAA,Pass,,0,60,-30,1746134
2013J,AAA,Withdrawn,103,0,75,-198,1758449
2013J,AAA,Withdrawn,-2,0,60,-58,1763015
2013J,AAA,Pass,,0,60,-43,1765788
2013J,AAA,Pass,,0,60,-106,1801229
2013J,AAA,Pass,,0,60,-32,1801641
2013J,AAA,Pass,,0,60,-164,1847830
2013J,AAA,Pass,,0,300,-53,1860318
2013J,AAA,Pass,,0,60,-42,1889511
2013J,AAA,Pass,,0,60,-81,1889577
2013J,AAA,Pass,,0,60,-57,1894188
2013J,AAA,Pass,,0,60,-102,1938355
2013J,AAA,Pass,,0,120,-29,1942396
2013J,AAA,Withdrawn,240,0,60,-108,1970390
2013J,AAA,Pass,,0,120,-195,1976139
2013J,AAA,Pass,,0,60,-32,2011876
2013J,AAA,Pass,,0,60,-102,2012966
2013J,AAA,Pass,,0,60,-137,2051699
2013J,AAA,Fail,,0,60,-74,2062879
2013J,AAA,Withdrawn,138,0,330,-16,2065691
2013J,AAA,Withdrawn,173,0,60,-65,2073016
2013J,AAA,Pass,,0,60,-123,2080474
2013J,AAA,Pass,,0,120,-45,2083877
2013J,AAA,Fail,,0,60,-148,2084066
2013J,AAA,Pass,,0,60,-65,2104505
2013J,AAA,Distinction,,0,60,-35,2122180
2013J,AAA,Withdrawn,163,0,120,-59,2139353
2013J,AAA,Pass,,0,60,-46,2143752
2013J,AAA,Pass,,0,60,-59,2146792
2013J,AAA,Withdrawn,10,0,60,-36,2149225
2013J,AAA,Pass,,0,60,-49,2153153
2013J,AAA,Pass,,0,60,-32,2155014
2013J,AAA,Fail,,0,120,-43,2164705
2013J,AAA,Pass,,0,60,-50,2171627
2013J,AAA,Pass,,0,60,-113,2182846
2013J,AAA,Pass,,0,60,-108,2194100
2013J,AAA,Pass,,0,60,-35,2197016
2013J,AAA,Pass,,0,60,-66,2208424
2013J,AAA,Pass,,0,60,-116,2229865
2013J,AAA,Withdrawn,175,0,120,-28,2255601
2013J,AAA,Pass,,0,60,-74,2268379
2013J,AAA,Pass,,0,60,-129,2278464
2013J,AAA,Pass,,0,150,-85,2293923
2013J,AAA,Withdrawn,178,0,60,-45,2312620
2013J,AAA,Withdrawn,-19,0,60,-56,2318055
2013J,AAA,Withdrawn,-50,0,60,-101,2324976
2013J,AAA,Pass,,0,120,-56,2329342
2013J,AAA,Distinction,,0,60,-57,2339528
2013J,AAA,Fail,,0,60,-38,2342426
2013J,AAA,Fail,,0,60,-24,2344901
2013J,AAA,Fail,,0,60,-102,2358056
2013J,AAA,Withdrawn,58,0,180,-53,2358969
2013J,AAA,Pass,,0,60,-80,2364471
2013J,AAA,Withdrawn,-80,0,300,-129,2365101
2013J,AAA,Pass,,0,120,-22,2367155
2013J,AAA,Pass,,0,60,-94,2369266
2013J,AAA,Pass,,0,120,-185,2376496
2013J,AAA,Withdrawn,242,0,60,-101,2391984
2013J,AAA,Fail,,0,120,-17,2411661
2013J,AAA,Withdrawn,220,0,120,-35,2411778
2013J,AAA,Distinction,,0,90,-38,2412002
2013J,AAA,Pass,,0,60,-73,2412967
2013J,AAA,Withdrawn,114,0,120,-52,2429854
2013J,AAA,Pass,,0,60,-53,2437837
2013J,AAA,Pass,,0,60,-32,2449878
2013J,AAA,Fail,,0,120,-71,2456480
2013J,AAA,Pass,,0,180,-50,2457256
2013J,AAA,Pass,,0,60,-81,2458355
2013J,AAA,Pass,,0,60,-52,2460080
2013J,AAA,Fail,,0,60,-11,2461190
2013J,AAA,Fail,,0,60,-22,2469673
2013J,AAA,Withdrawn,219,0,60,-106,2470694
2013J,AAA,Pass,,0,60,-46,2479954
2013J,AAA,Pass,,0,60,-195,2481901
2013J,AAA,Pass,,0,120,-59,2482700
2013J,AAA,Pass,,0,120,-144,2486127
2013J,AAA,Pass,,0,240,-43,2498700
2013J,AAA,Pass,,0,60,-65,2516503
2013J,AAA,Pass,,0,60,-105,2518069
2013J,AAA,Pass,,0,60,-158,2521459
2013J,AAA,Pass,,0,120,-46,2523736
2013J,AAA,Pass,,0,60,-67,2529279
2013J,AAA,Pass,,0,60,-65,2532302
2013J,AAA,Distinction,,0,60,-87,2536991
2013J,AAA,Withdrawn,13,0,60,-59,2542724
2013J,AAA,Pass,,0,60,-153,2550279
2013J,AAA,Pass,,0,60,-94,2551220
2013J,AAA,Withdrawn,199,0,120,-38,2552472
2013J,AAA,Pass,,0,60,-67,2555340
2013J,AAA,Pass,,0,60,-80,2557283
2013J,AAA,Pass,,0,60,-31,2559575
2013J,AAA,Pass,,0,60,-30,2562034
2013J,AAA,Pass,,0,60,-91,2566163
2013J,AAA,Pass,,0,60,-35,2566592
2013J,AAA,Withdrawn,93,0,120,-81,2569324
2013J,AAA,Pass,,0,60,-16,2574528
2013J,AAA,Pass,,0,60,-63,2574583
2013J,AAA,Withdrawn,39,0,60,-137,2576122
2013J,AAA,Pass,,0,60,-62,2578995
2013J,AAA,Pass,,0,60,-94,2586560
2013J,AAA,Pass,,0,60,-74,2594139
2013J,AAA,Pass,,0,60,-128,2598871
2013J,AAA,Pass,,0,120,-106,2599352
2013J,AAA,Pass,,0,60,-165,2600688
2013J,AAA,Pass,,0,60,-102,2606098
2013J,AAA,Pass,,0,60,-63,2613116
2013J,AAA,Pass,,0,60,-46,2617002
2013J,AAA,Fail,,0,60,-109,2620584
2013J,AAA,Pass,,0,120,-127,2639449
2013J,AAA,Pass,,0,60,-38,2639540
2013J,AAA,Pass,,0,120,-48,2639641
2013J,AAA,Pass,,0,60,-71,2641155
2013J,AAA,Pass,,0,60,-52,2643002
2013J,AAA,Pass,,0,180,-100,2645733
2013J,AAA,Distinction,,0,60,-144,2649826
2013J,AAA,Pass,,0,60,-29,2650282
2013J,AAA,Pass,,0,60,-31,2664024
2013J,AAA,Pass,,0,60,-43,2666246
2013J,AAA,Fail,,0,60,-58,2669816
2013J,AAA,Pass,,0,60,-38,2671132
2013J,AAA,Fail,,0,150,-31,2676809
2013J,AAA,Pass,,0,60,-25,2678643
2013J,AAA,Pass,,0,60,-101,2685865
2013J,AAA,Pass,,0,60,-31,2688067
2013J,AAA,Distinction,,0,60,-71,2689958
2013J,AAA,Distinction,,0,60,-109,2691206
2013J,AAA,Pass,,0,180,-87,2691244
2013J,AAA,Pass,,0,120,-170,2694424
2013J,AAA,Pass,,0,120,-58,2698257
