code_module,code_presentation,id_student,id_site,date
AAA,2013J,31604,546883,196
AAA,2013J,186149,546652,3
AAA,2013J,1746134,546709,184
AAA,2013J,155550,546614,221
AAA,2013J,134143,546705,184
AAA,2013J,146188,546948,51
AAA,2013J,905042,546711,232
AAA,2013J,2411778,546719,-10
AAA,2013J,181316,546719,20
AAA,2013J,255548,546614,229
AAA,2013J,2649826,546683,138
AAA,2013J,442442,546614,53
AAA,2013J,1488959,546654,161
AAA,2013J,300398,546614,232
AAA,2013J,2685865,546732,18
AAA,2013J,111717,547007,156
AAA,2013J,2449878,546614,155
AAA,2013J,332789,546645,17
AAA,2013J,2342426,546883,148
AAA,2013J,235507,546614,17
AAA,2013J,2649826,546653,105
AAA,2013J,405088,546614,211
AAA,2013J,1518989,546900,16
AAA,2013J,2437837,546614,6
AAA,2013J,2367155,546665,114
AAA,2013J,2255601,546695,106
AAA,2013J,241649,546695,135
AAA,2013J,1640609,547017,96
AAA,2013J,104476,546614,231
AAA,2013J,2062879,546614,99
AAA,2013J,2479954,546681,-5
AAA,2013J,174782,546651,130
AAA,2013J,404804,546672,120
AAA,2013J,2516503,546736,184
AAA,2013J,157568,546668,-9
AAA,2013J,705379,546653,116
AAA,2013J,53025,546614,109
AAA,2013J,2229865,547024,178
AAA,2013J,1620151,546700,15
AAA,2013J,2586560,546691,131
AAA,2013J,268073,546649,171
AAA,2013J,181316,546701,-9
AAA,2013J,102806,546732,18
AAA,2013J,2689958,546691,226
AAA,2013J,1970390,546896,23
AAA,2013J,2229865,546883,172
AAA,2013J,1860318,546677,181
AAA,2013J,282821,546662,2
AAA,2013J,2364471,546948,225
AAA,2013J,2685865,546644,237
AAA,2013J,155550,546614,206
AAA,2013J,2685865,546681,-4
AAA,2013J,978739,546645,18
AAA,2013J,1847830,546659,7
AAA,2013J,2268379,546614,121
AAA,2013J,2694424,546614,266
AAA,2013J,971027,546614,177
AAA,2013J,1640609,546653,120
AAA,2013J,240712,546614,117
AAA,2013J,282821,546689,-2
AAA,2013J,319047,546650,123
AAA,2013J,2498700,546692,159
AAA,2013J,336207,546614,25
AAA,2013J,366483,546739,37
AAA,2013J,319047,546654,158
AAA,2013J,603861,546733,54
AAA,2013J,1970390,546614,6
AAA,2013J,2084066,546692,179
AAA,2013J,388722,546883,205
AAA,2013J,343446,546650,168
AAA,2013J,705379,546697,180
AAA,2013J,1970390,546706,116
AAA,2013J,281250,546671,165
AAA,2013J,2641155,546733,29
AAA,2013J,978739,546691,157
AAA,2013J,321942,546657,36
AAA,2013J,2641155,546657,18
AAA,2013J,2153153,546650,56
AAA,2013J,293699,546614,52
AAA,2013J,1765788,546732,88
AAA,2013J,343446,546614,107
AAA,2013J,294570,546614,189
AAA,2013J,155854,546614,211
AAA,2013J,2639641,546657,25
AAA,2013J,1889511,546654,164
AAA,2013J,2470694,546614,-6
AAA,2013J,2523736,546614,106
AAA,2013J,295741,546684,31
AAA,2013J,2678643,546984,-1
AAA,2013J,1465690,546734,44
AAA,2013J,104476,546692,226
AAA,2013J,172112,546650,219
AAA,2013J,905042,546652,-5
AAA,2013J,489455,546688,66
AAA,2013J,2364471,546654,30
AAA,2013J,550383,546692,135
AAA,2013J,258894,546692,233
AAA,2013J,100893,546657,37
AAA,2013J,1860318,546694,100
AAA,2013J,300398,546681,13
AAA,2013J,2645733,546654,25
AAA,2013J,1765788,546675,105
AAA,2013J,588775,546650,80
AAA,2013J,1758449,546681,53
AAA,2013J,2689958,546654,119
AAA,2013J,1860318,546650,170
AAA,2013J,262934,546614,52
AAA,2013J,335764,546652,-6
AAA,2013J,2641155,546696,95
AAA,2013J,295741,546614,161
AAA,2013J,498857,546696,89
AAA,2013J,2678643,546655,112
AAA,2013J,277880,546650,17
AAA,2013J,57506,546614,166
AAA,2013J,2122180,546644,256
AAA,2013J,311917,546732,242
AAA,2013J,53025,546657,2
AAA,2013J,2574583,546614,14
AAA,2013J,186149,546614,254
AAA,2013J,1889511,546650,210
AAA,2013J,296332,546614,-10
AAA,2013J,2412967,546667,10
AAA,2013J,470588,546614,-9
AAA,2013J,258392,546614,-9
AAA,2013J,241729,546883,226
AAA,2013J,2458355,546688,214
AAA,2013J,255548,546732,19
AAA,2013J,2412002,546652,-7
AAA,2013J,2065691,546614,75
AAA,2013J,195262,546692,149
AAA,2013J,321942,546645,26
AAA,2013J,401869,546614,244
AAA,2013J,28400,546654,6
AAA,2013J,1414443,546657,35
AAA,2013J,2689958,546614,197
AAA,2013J,342007,546614,42
AAA,2013J,705379,546655,88
AAA,2013J,2255601,546647,46
AAA,2013J,1894188,546654,222
AAA,2013J,104476,546732,29
AAA,2013J,53025,546651,141
AAA,2013J,2457256,546614,230
AAA,2013J,366483,546883,34
AAA,2013J,2411661,546948,53
AAA,2013J,172112,546696,238
AAA,2013J,1618738,546716,57
AAA,2013J,386952,546614,62
AAA,2013J,760729,546645,14
AAA,2013J,1847830,546654,164
AAA,2013J,345357,546681,16
AAA,2013J,282821,546669,-6
AAA,2013J,1860318,546654,151
AAA,2013J,229361,546614,-5
AAA,2013J,2689958,546657,23
AAA,2013J,45642,546654,34
AAA,2013J,2518069,546614,2
AAA,2013J,2171627,546647,43
AAA,2013J,164259,546687,212
AAA,2013J,2080474,546656,214
AAA,2013J,2649826,546657,2
AAA,2013J,319047,546614,47
AAA,2013J,341872,547005,209
AAA,2013J,760729,546657,41
AAA,2013J,342514,546667,-3
AAA,2013J,2555340,546669,12
AAA,2013J,180753,546651,152
AAA,2013J,228082,546668,37
AAA,2013J,319047,546654,215
AAA,2013J,238007,546692,219
AAA,2013J,364177,546883,4
AAA,2013J,184271,546735,47
AAA,2013J,248270,546694,192
AAA,2013J,281022,546672,193
AAA,2013J,148993,546657,26
AAA,2013J,324002,546731,4
AAA,2013J,335764,546659,4
AAA,2013J,2518069,546644,228
AAA,2013J,2645733,546654,214
AAA,2013J,62155,546649,172
AAA,2013J,2586560,546734,37
AAA,2013J,307866,546668,41
AAA,2013J,113295,546687,238
AAA,2013J,38053,546883,166
AAA,2013J,2457256,546734,33
AAA,2013J,2685865,546614,211
AAA,2013J,2557283,546681,230
AAA,2013J,113295,546676,85
AAA,2013J,174782,546614,128
AAA,2013J,183096,546654,221
AAA,2013J,588775,546657,48
AAA,2013J,2641155,546650,219
AAA,2013J,28400,546721,148
AAA,2013J,1518989,546650,212
AAA,2013J,2694424,546651,158
AAA,2013J,498857,546614,9
AAA,2013J,116692,546692,114
AAA,2013J,159954,546614,24
AAA,2013J,978739,546911,206
AAA,2013J,705379,546614,135
AAA,2013J,1970390,546614,154
AAA,2013J,2641155,546721,151
AAA,2013J,312537,546614,7
AAA,2013J,279572,546644,219
AAA,2013J,144801,546696,68
AAA,2013J,268073,546614,89
AAA,2013J,174782,546614,120
AAA,2013J,53025,546657,4
AAA,2013J,147756,546657,1
AAA,2013J,335764,546614,51
AAA,2013J,192183,546614,43
AAA,2013J,137873,546736,132
AAA,2013J,2542724,546688,-1
AAA,2013J,365642,546654,158
AAA,2013J,2691206,546699,162
AAA,2013J,137873,546652,-10
AAA,2013J,59185,546668,46
AAA,2013J,1847830,546655,63
AAA,2013J,388722,546694,153
AAA,2013J,282821,546614,-10
AAA,2013J,229179,546678,114
AAA,2013J,38053,546652,2
AAA,2013J,186149,546725,72
AAA,2013J,291334,546656,189
AAA,2013J,2566592,546667,10
AAA,2013J,1518989,546614,128
AAA,2013J,343446,546688,56
AAA,2013J,1970390,546614,71
AAA,2013J,127582,546614,10
AAA,2013J,268073,546651,164
AAA,2013J,113295,546650,32
AAA,2013J,760729,546656,182
AAA,2013J,1765788,546691,127
AAA,2013J,187100,546650,3
AAA,2013J,1765788,546682,181
AAA,2013J,2065691,546731,35
AAA,2013J,2051699,546614,15
AAA,2013J,1352868,546662,8
AAA,2013J,291334,546650,54
AAA,2013J,760729,546651,127
AAA,2013J,1938355,546655,106
AAA,2013J,255548,546707,228
AAA,2013J,262934,546723,24
AAA,2013J,2578995,546684,10
AAA,2013J,205350,546654,216
AAA,2013J,2153153,546696,103
AAA,2013J,110175,546645,9
AAA,2013J,365244,546654,203
AAA,2013J,365642,546695,134
AAA,2013J,101781,546681,16
AAA,2013J,312537,546655,70
AAA,2013J,1626710,546649,199
AAA,2013J,2689958,546657,43
AAA,2013J,2694424,546655,69
AAA,2013J,2255601,546684,22
AAA,2013J,324002,546733,30
AAA,2013J,2344901,546684,25
AAA,2013J,306466,546614,212
AAA,2013J,704156,546686,83
AAA,2013J,142326,546681,41
AAA,2013J,588775,546655,100
AAA,2013J,174782,546644,237
AAA,2013J,968578,546614,26
AAA,2013J,321942,546650,185
AAA,2013J,760729,546644,233
AAA,2013J,2229865,546657,41
AAA,2013J,1847830,546650,99
AAA,2013J,2586560,546657,28
AAA,2013J,306466,546614,247
AAA,2013J,2599352,546691,170
AAA,2013J,334259,546650,16
AAA,2013J,1765788,546658,70
AAA,2013J,342972,546614,152
AAA,2013J,335764,546657,32
AAA,2013J,262934,546894,49
AAA,2013J,168936,546657,28
AAA,2013J,2062879,546883,215
AAA,2013J,332789,546614,265
AAA,2013J,295741,546654,202
AAA,2013J,2689958,546654,124
AAA,2013J,137873,546650,79
AAA,2013J,2208424,546883,27
AAA,2013J,2671132,546692,190
AAA,2013J,113295,546644,242
AAA,2013J,2229865,546649,182
AAA,2013J,2470694,546725,42
AAA,2013J,905042,546732,1
AAA,2013J,231554,546692,154
AAA,2013J,388722,546614,110
AAA,2013J,52130,546652,8
AAA,2013J,2358056,546614,-4
AAA,2013J,311917,546733,178
AAA,2013J,240712,546614,215
AAA,2013J,705379,546644,210
AAA,2013J,1620151,546657,2
AAA,2013J,227499,546657,9
AAA,2013J,1894188,546900,89
AAA,2013J,345068,546665,99
AAA,2013J,180753,546614,159
AAA,2013J,98094,546692,152
AAA,2013J,1765788,546657,21
AAA,2013J,155854,546652,-9
AAA,2013J,258894,546693,151
AAA,2013J,2523736,546681,58
AAA,2013J,258894,546614,81
AAA,2013J,52130,546691,147
AAA,2013J,258894,546655,117
AAA,2013J,144801,546697,174
AAA,2013J,102806,546739,51
AAA,2013J,184271,546736,189
AAA,2013J,420087,546672,18
AAA,2013J,256815,546671,164
AAA,2013J,386952,546614,146
AAA,2013J,441018,546614,60
AAA,2013J,760729,546656,194
AAA,2013J,441888,546644,239
AAA,2013J,113295,546614,190
AAA,2013J,184271,546694,136
AAA,2013J,2641155,546614,14
AAA,2013J,332789,546662,-4
AAA,2013J,2342426,546614,205
AAA,2013J,116541,546614,188
AAA,2013J,336207,546707,191
AAA,2013J,187100,546734,34
AAA,2013J,2486127,546614,161
AAA,2013J,331358,546657,38
AAA,2013J,1976139,546723,176
AAA,2013J,2139353,546614,30
AAA,2013J,291334,546656,206
AAA,2013J,1105478,546645,35
AAA,2013J,2521459,546644,238
AAA,2013J,238007,546649,171
AAA,2013J,1465690,546644,208
AAA,2013J,1894188,546665,68
AAA,2013J,969076,546650,172
AAA,2013J,238007,546654,100
AAA,2013J,334259,546657,18
AAA,2013J,544103,546650,187
AAA,2013J,258894,546614,1
AAA,2013J,62155,546655,105
AAA,2013J,102806,546656,206
AAA,2013J,2498700,546686,72
AAA,2013J,321942,546658,87
AAA,2013J,2649826,546657,20
AAA,2013J,155854,546657,230
AAA,2013J,2412002,546676,110
AAA,2013J,53025,546655,86
AAA,2013J,142326,546733,29
AAA,2013J,2412967,546614,97
AAA,2013J,968578,546614,18
AAA,2013J,32885,546656,222
AAA,2013J,2065691,546734,48
AAA,2013J,290757,546681,234
AAA,2013J,306466,546659,2
AAA,2013J,1889577,546614,215
AAA,2013J,343446,546644,240
AAA,2013J,291334,546656,192
AAA,2013J,141355,546657,50
AAA,2013J,296332,546733,19
AAA,2013J,187100,546649,172
AAA,2013J,319047,546614,211
AAA,2013J,59185,546614,245
AAA,2013J,300398,546614,188
AAA,2013J,155854,546737,74
AAA,2013J,971027,546614,58
AAA,2013J,306897,546650,60
AAA,2013J,2122180,546716,121
AAA,2013J,2671132,546883,11
AAA,2013J,1970390,546703,180
AAA,2013J,52130,546614,53
AAA,2013J,365244,546658,108
AAA,2013J,386952,546614,115
AAA,2013J,157568,546666,47
AAA,2013J,2691206,546614,148
AAA,2013J,1758449,546655,69
AAA,2013J,1729319,546654,176
AAA,2013J,290757,546675,115
AAA,2013J,116541,546614,1
AAA,2013J,2412002,546739,206
AAA,2013J,2449878,546691,172
AAA,2013J,1894188,546614,167
AAA,2013J,342007,546672,31
AAA,2013J,2649826,546614,169
AAA,2013J,1729319,546883,-3
AAA,2013J,2411778,546731,-10
AAA,2013J,392931,547013,104
AAA,2013J,2574583,546709,187
AAA,2013J,2689958,546614,11
AAA,2013J,1970390,546667,19
AAA,2013J,2516503,546656,209
AAA,2013J,335764,546657,48
AAA,2013J,2557283,546644,234
AAA,2013J,2358056,546733,32
AAA,2013J,705379,546614,19
AAA,2013J,368963,546691,107
AAA,2013J,345357,546655,86
AAA,2013J,2481901,546656,210
AAA,2013J,1729319,546652,-3
AAA,2013J,2486127,546654,117
AAA,2013J,386952,546723,30
AAA,2013J,343446,546651,154
AAA,2013J,2641155,546883,67
AAA,2013J,2412002,546614,82
AAA,2013J,307061,546650,41
AAA,2013J,2555340,546654,65
AAA,2013J,2153153,546649,177
AAA,2013J,2669816,546644,241
AAA,2013J,357668,546734,50
AAA,2013J,174782,546687,99
AAA,2013J,2364471,546650,11
AAA,2013J,2364471,546692,128
AAA,2013J,2641155,546614,216
AAA,2013J,2689958,546657,12
AAA,2013J,2369266,546734,235
AAA,2013J,2639540,546650,96
AAA,2013J,2586560,546614,175
AAA,2013J,101781,546737,69
AAA,2013J,291334,546654,152
AAA,2013J,2518069,546883,22
AAA,2013J,2516503,546692,123
AAA,2013J,2551220,546699,166
AAA,2013J,949618,546693,98
AAA,2013J,2666246,546614,205
AAA,2013J,705379,546654,33
AAA,2013J,2550279,546644,244
AAA,2013J,2641155,546654,149
AAA,2013J,2689958,546614,113
AAA,2013J,388885,546883,116
AAA,2013J,2146792,546721,152
AAA,2013J,2229865,546943,22
AAA,2013J,2065691,546738,55
AAA,2013J,187100,546883,97
AAA,2013J,2555340,546614,87
AAA,2013J,2411778,546684,-8
AAA,2013J,155854,546680,102
AAA,2013J,118983,546614,210
AAA,2013J,2364471,546731,20
AAA,2013J,246834,546667,15
AAA,2013J,2671132,546693,191
AAA,2013J,71361,546670,64
AAA,2013J,45642,546655,109
AAA,2013J,721259,546645,8
AAA,2013J,137873,546644,205
AAA,2013J,760729,546655,96
AAA,2013J,2523736,546681,59
AAA,2013J,2364471,546725,67
AAA,2013J,2194100,546665,103
AAA,2013J,114999,546733,221
AAA,2013J,1970390,546883,152
AAA,2013J,255548,546652,-6
AAA,2013J,2482700,546614,7
AAA,2013J,258894,546650,149
AAA,2013J,319047,546708,135
AAA,2013J,2645733,546692,165
AAA,2013J,307866,546900,116
AAA,2013J,2639449,546654,48
AAA,2013J,200860,546654,241
AAA,2013J,2557283,547037,156
AAA,2013J,591774,546719,-4
AAA,2013J,167906,546681,215
AAA,2013J,2555340,546614,157
AAA,2013J,1860318,546655,112
AAA,2013J,2146792,546614,194
AAA,2013J,588775,546734,229
AAA,2013J,2498700,546690,161
AAA,2013J,258392,546883,113
AAA,2013J,1465690,546656,197
AAA,2013J,111717,546713,183
AAA,2013J,1626710,546651,121
AAA,2013J,137873,546699,134
AAA,2013J,392931,546654,155
AAA,2013J,1746134,546662,-7
AAA,2013J,189879,546614,30
AAA,2013J,38053,546645,11
AAA,2013J,227499,546883,183
AAA,2013J,262011,546614,108
AAA,2013J,2536991,546883,133
AAA,2013J,1758449,546657,44
AAA,2013J,2429854,546672,25
AAA,2013J,116541,546614,219
AAA,2013J,444677,546614,265
AAA,2013J,102806,546654,109
AAA,2013J,1889511,546683,166
AAA,2013J,2678643,546654,18
AAA,2013J,1758449,546650,68
AAA,2013J,2449878,547001,172
AAA,2013J,1889577,546734,39
AAA,2013J,132976,546614,242
AAA,2013J,319047,546657,26
AAA,2013J,1889511,546650,43
AAA,2013J,2412002,546657,0
AAA,2013J,392931,546651,156
AAA,2013J,1758449,546650,34
AAA,2013J,365244,546654,45
AAA,2013J,134143,546697,171
AAA,2013J,2617002,546614,104
AAA,2013J,286488,546654,237
AAA,2013J,365642,546675,94
AAA,2013J,2557283,546686,37
AAA,2013J,390890,546645,33
AAA,2013J,277880,546657,29
AAA,2013J,365642,546700,214
AAA,2013J,1105478,546650,37
AAA,2013J,102952,546671,117
AAA,2013J,2691206,546691,161
AAA,2013J,2146792,546685,251
AAA,2013J,603861,547013,119
AAA,2013J,142326,546668,70
AAA,2013J,383254,546667,39
AAA,2013J,321942,546654,36
AAA,2013J,905042,546692,128
AAA,2013J,159954,546734,61
AAA,2013J,258894,546645,18
AAA,2013J,38053,546883,149
AAA,2013J,312537,546650,249
AAA,2013J,2689958,546654,31
AAA,2013J,760729,546657,33
AAA,2013J,343446,546614,250
AAA,2013J,296332,546654,33
AAA,2013J,2437837,546739,52
AAA,2013J,291334,546655,108
AAA,2013J,174782,546651,140
AAA,2013J,2146792,546716,61
AAA,2013J,2364471,546654,2
AAA,2013J,2149225,546614,-3
AAA,2013J,258894,546614,86
AAA,2013J,705379,546614,180
AAA,2013J,144801,546883,171
AAA,2013J,345068,546676,116
AAA,2013J,2104505,546614,36
AAA,2013J,28400,546659,24
AAA,2013J,238007,546894,183
AAA,2013J,2649826,546614,185
AAA,2013J,174782,546734,20
AAA,2013J,104476,546731,171
AAA,2013J,324002,546702,105
AAA,2013J,1847830,546644,225
AAA,2013J,187100,546719,-5
AAA,2013J,114999,546883,46
AAA,2013J,333323,546657,12
AAA,2013J,116541,546883,16
AAA,2013J,1465690,546649,204
AAA,2013J,1518989,546654,170
AAA,2013J,192183,546883,242
AAA,2013J,188278,546652,5
AAA,2013J,168936,546731,0
AAA,2013J,405088,547009,-10
AAA,2013J,111717,546654,39
AAA,2013J,2208424,546883,91
AAA,2013J,1765788,546650,197
AAA,2013J,144801,546650,62
AAA,2013J,311917,546676,94
AAA,2013J,1970390,546655,68
AAA,2013J,2641155,546739,53
