id_assessment,id_student,date_submitted,score,code_module,code_presentation
1752,305386,19,75,AAA,2013J
1752,306107,18,73,AAA,2013J
1752,306466,7,81,AAA,2013J
1752,306897,16,72,AAA,2013J
1752,307061,19,82,AAA,2013J
1752,307866,19,47,AAA,2013J
1752,311917,18,55,AAA,2013J
1752,312537,19,88,AAA,2013J
1752,312782,18,89,AAA,2013J
1752,318933,16,70,AAA,2013J
1752,319047,26,77,AAA,2013J
1752,321942,17,82,AAA,2013J
1752,324002,19,85,AAA,2013J
1752,324084,16,58,AAA,2013J
1752,324282,18,38,AAA,2013J
1752,331358,18,84,AAA,2013J
1752,332789,18,69,AAA,2013J
1752,333059,19,72,AAA,2013J
1752,333323,19,77,AAA,2013J
1752,334259,19,57,AAA,2013J
1752,334333,18,36,AAA,2013J
1752,335764,19,86,AAA,2013J
1752,336207,17,71,AAA,2013J
1752,339972,16,68,AAA,2013J
1752,341872,58,64,AAA,2013J
1752,342007,20,75,AAA,2013J
1752,342514,12,68,AAA,2013J
1752,342972,14,62,AAA,2013J
1752,343446,19,74,AAA,2013J
1752,344282,18,61,AAA,2013J
1752,345068,19,70,AAA,2013J
1752,345357,16,75,AAA,2013J
1752,346025,19,85,AAA,2013J
1752,350188,19,75,AAA,2013J
1752,357668,19,49,AAA,2013J
1752,364177,15,64,AAA,2013J
1752,365244,19,64,AAA,2013J
1752,365642,15,68,AAA,2013J
1752,366483,18,88,AAA,2013J
1752,368194,19,54,AAA,2013J
1752,368824,18,61,AAA,2013J
1752,368963,20,58,AAA,2013J
1752,376439,19,86,AAA,2013J
1752,376581,18,86,AAA,2013J
1752,380953,17,73,AAA,2013J
1752,383254,18,74,AAA,2013J
1752,386924,26,59,AAA,2013J
1752,386952,19,67,AAA,2013J
1752,388722,21,65,AAA,2013J
1752,388885,19,51,AAA,2013J
1752,390890,19,75,AAA,2013J
1752,392756,19,53,AAA,2013J
1752,392931,29,65,AAA,2013J
1752,393207,18,68,AAA,2013J
1752,396872,19,63,AAA,2013J
1752,398552,17,54,AAA,2013J
1752,401869,19,55,AAA,2013J
1752,402470,16,80,AAA,2013J
1752,404804,18,52,AAA,2013J
1752,405088,19,85,AAA,2013J
1752,414117,18,81,AAA,2013J
1752,415969,20,67,AAA,2013J
1752,420087,20,80,AAA,2013J
1752,429958,19,59,AAA,2013J
1752,441018,18,54,AAA,2013J
1752,441888,20,74,AAA,2013J
1752,442442,19,39,AAA,2013J
1752,444677,19,91,AAA,2013J
1752,470588,19,86,AAA,2013J
1752,489455,15,74,AAA,2013J
1752,495284,18,73,AAA,2013J
1752,498857,19,77,AAA,2013J
1752,508818,19,73,AAA,2013J
1752,512460,19,59,AAA,2013J
1752,544103,18,82,AAA,2013J
1752,550383,19,77,AAA,2013J
1752,564450,18,64,AAA,2013J
1752,568601,19,85,AAA,2013J
1752,572652,19,71,AAA,2013J
1752,580389,19,75,AAA,2013J
1752,588775,18,85,AAA,2013J
1752,591774,19,88,AAA,2013J
1752,603861,19,61,AAA,2013J
1752,606143,19,78,AAA,2013J
1752,704156,18,67,AAA,2013J
1752,705379,19,81,AAA,2013J
1752,721259,22,,AAA,2013J
1752,749412,16,83,AAA,2013J
1752,760729,18,80,AAA,2013J
1752,905042,17,64,AAA,2013J
1752,949618,18,63,AAA,2013J
1752,958987,18,78,AAA,2013J
1752,968578,27,62,AAA,2013J
1752,969076,18,82,AAA,2013J
1752,971027,19,76,AAA,2013J
1752,978739,18,59,AAA,2013J
1752,1035023,19,73,AAA,2013J
1752,1105478,19,90,AAA,2013J
1752,1352868,19,66,AAA,2013J
1752,1401935,26,45,AAA,2013J
1752,1402638,21,77,AAA,2013J
1752,1414443,50,58,AAA,2013J
1752,1465690,19,85,AAA,2013J
1752,1472925,30,61,AAA,2013J
1752,1488959,20,67,AAA,2013J
1752,1518989,19,78,AAA,2013J
1752,1618738,19,84,AAA,2013J
1752,1620151,19,85,AAA,2013J
1752,1626710,17,82,AAA,2013J
1752,1640609,16,83,AAA,2013J
1752,1686521,17,68,AAA,2013J
1752,1729319,19,80,AAA,2013J
1752,1746134,18,83,AAA,2013J
1752,1758449,18,65,AAA,2013J
1752,1765788,19,57,AAA,2013J
1752,1801229,19,79,AAA,2013J
1752,1801641,18,72,AAA,2013J
1752,1847830,18,83,AAA,2013J
1752,1860318,19,57,AAA,2013J
1752,1889511,22,72,AAA,2013J
1752,1889577,19,72,AAA,2013J
1752,1894188,14,76,AAA,2013J
1752,1938355,10,82,AAA,2013J
1752,1942396,19,50,AAA,2013J
1752,1970390,21,78,AAA,2013J
1752,1976139,17,75,AAA,2013J
1752,2011876,19,79,AAA,2013J
1752,2012966,19,75,AAA,2013J
1752,2051699,19,62,AAA,2013J
1752,2062879,18,56,AAA,2013J
1752,2065691,36,30,AAA,2013J
1752,2073016,23,60,AAA,2013J
1752,2080474,19,88,AAA,2013J
1752,2083877,19,72,AAA,2013J
1752,2084066,21,65,AAA,2013J
1752,2104505,18,80,AAA,2013J
1752,2122180,23,86,AAA,2013J
1752,2139353,23,65,AAA,2013J
1752,2143752,19,50,AAA,2013J
1752,2146792,19,68,AAA,2013J
1752,2153153,18,61,AAA,2013J
1752,2155014,22,76,AAA,2013J
1752,2164705,18,70,AAA,2013J
1752,2171627,15,71,AAA,2013J
1752,2182846,18,65,AAA,2013J
1752,2194100,17,64,AAA,2013J
1752,2197016,9,75,AAA,2013J
1752,2208424,16,73,AAA,2013J
1752,2229865,18,73,AAA,2013J
1752,2255601,19,71,AAA,2013J
1752,2268379,19,80,AAA,2013J
1752,2278464,18,60,AAA,2013J
1752,2293923,19,72,AAA,2013J
1752,2312620,26,11,AAA,2013J
1752,2329342,19,56,AAA,2013J
1752,2339528,25,76,AAA,2013J
1752,2342426,24,70,AAA,2013J
1752,2344901,19,67,AAA,2013J
1752,2358056,19,56,AAA,2013J
1752,2358969,19,68,AAA,2013J
1752,2364471,25,90,AAA,2013J
1752,2367155,19,63,AAA,2013J
1752,2369266,19,50,AAA,2013J
1752,2376496,19,64,AAA,2013J
1752,2391984,20,75,AAA,2013J
1752,2411661,18,55,AAA,2013J
1752,2411778,14,77,AAA,2013J
1752,2412002,20,86,AAA,2013J
1752,2412967,19,80,AAA,2013J
1752,2429854,24,51,AAA,2013J
1752,2437837,17,67,AAA,2013J
1752,2449878,22,66,AAA,2013J
1752,2456480,23,40,AAA,2013J
1752,2457256,19,60,AAA,2013J
1752,2458355,19,88,AAA,2013J
1752,2460080,18,85,AAA,2013J
1752,2461190,19,62,AAA,2013J
1752,2479954,19,77,AAA,2013J
1752,2481901,17,82,AAA,2013J
1752,2482700,17,63,AAA,2013J
1752,2486127,18,70,AAA,2013J
1752,2498700,22,74,AAA,2013J
1752,2516503,18,82,AAA,2013J
1752,2518069,17,74,AAA,2013J
1752,2521459,19,63,AAA,2013J
1752,2523736,26,58,AAA,2013J
1752,2529279,15,71,AAA,2013J
1752,2532302,18,69,AAA,2013J
1752,2536991,19,72,AAA,2013J
1752,2550279,19,62,AAA,2013J
1752,2551220,19,77,AAA,2013J
1752,2552472,33,62,AAA,2013J
1752,2555340,18,94,AAA,2013J
1752,2557283,18,75,AAA,2013J
1752,2559575,18,54,AAA,2013J
1752,2562034,19,70,AAA,2013J
1752,2566163,18,87,AAA,2013J
1752,2566592,17,86,AAA,2013J
1752,2574528,19,63,AAA,2013J
1752,2574583,19,66,AAA,2013J
1752,2576122,18,64,AAA,2013J
1752,2578995,15,75,AAA,2013J
1752,2586560,18,75,AAA,2013J
1752,2594139,20,87,AAA,2013J
1752,2598871,17,66,AAA,2013J
1752,2599352,23,80,AAA,2013J
1752,2600688,19,64,AAA,2013J
1752,2606098,15,70,AAA,2013J
1752,2613116,18,68,AAA,2013J
1752,2617002,26,67,AAA,2013J
1752,2639449,19,67,AAA,2013J
1752,2639540,26,76,AAA,2013J
1752,2639641,18,66,AAA,2013J
1752,2641155,19,78,AAA,2013J
1752,2643002,19,49,AAA,2013J
1752,2645733,19,87,AAA,2013J
1752,2649826,14,75,AAA,2013J
1752,2650282,19,83,AAA,2013J
1752,2664024,22,48,AAA,2013J
1752,2666246,19,76,AAA,2013J
1752,2669816,17,67,AAA,2013J
1752,2671132,18,59,AAA,2013J
1752,2676809,17,46,AAA,2013J
1752,2678643,19,83,AAA,2013J
1752,2685865,19,74,AAA,2013J
1752,2688067,19,70,AAA,2013J
1752,2689958,19,86,AAA,2013J
1752,2691206,19,86,AAA,2013J
1752,2694424,17,89,AAA,2013J
1752,2698257,22,58,AAA,2013J
1753,704156,56,68,AAA,2013J
1753,705379,53,83,AAA,2013J
1753,749412,51,61,AAA,2013J
1753,760729,52,80,AAA,2013J
1753,905042,53,73,AAA,2013J
1753,949618,53,63,AAA,2013J
1753,958987,54,78,AAA,2013J
1753,968578,54,77,AAA,2013J
1753,969076,53,62,AAA,2013J
1753,971027,53,68,AAA,2013J
1753,978739,54,58,AAA,2013J
1753,1035023,54,65,AAA,2013J
1753,1105478,54,85,AAA,2013J
1753,1352868,64,65,AAA,2013J
1753,1401935,61,25,AAA,2013J
1753,1402638,70,68,AAA,2013J
1753,1414443,106,60,AAA,2013J
1753,1465690,54,76,AAA,2013J
1753,1472925,53,54,AAA,2013J
1753,1488959,57,64,AAA,2013J
1753,1518989,54,77,AAA,2013J
1753,1618738,54,83,AAA,2013J
1753,1626710,53,85,AAA,2013J
1753,1640609,53,86,AAA,2013J
1753,1729319,54,78,AAA,2013J
1753,1746134,53,87,AAA,2013J
1753,1758449,54,57,AAA,2013J
1753,1765788,59,63,AAA,2013J
1753,1801229,61,76,AAA,2013J
1753,1801641,53,74,AAA,2013J
1753,1847830,53,60,AAA,2013J
1753,1860318,54,72,AAA,2013J
1753,1889511,54,69,AAA,2013J
1753,1889577,58,69,AAA,2013J
1753,1894188,51,67,AAA,2013J
1753,1938355,48,50,AAA,2013J
1753,1942396,62,50,AAA,2013J
1753,1970390,64,90,AAA,2013J
1753,1976139,53,76,AAA,2013J
1753,2011876,54,71,AAA,2013J
1753,2012966,53,76,AAA,2013J
1753,2051699,55,71,AAA,2013J
1753,2062879,54,55,AAA,2013J
1753,2065691,48,40,AAA,2013J
1753,2073016,54,53,AAA,2013J
1753,2080474,54,64,AAA,2013J
1753,2083877,61,64,AAA,2013J
1753,2084066,62,60,AAA,2013J
1753,2104505,54,69,AAA,2013J
1753,2122180,61,80,AAA,2013J
1753,2139353,59,62,AAA,2013J
1753,2143752,53,56,AAA,2013J
1753,2146792,54,60,AAA,2013J
1753,2153153,53,67,AAA,2013J
1753,2155014,62,64,AAA,2013J
1753,2171627,50,67,AAA,2013J
1753,2182846,51,63,AAA,2013J
1753,2194100,52,61,AAA,2013J
1753,2197016,51,75,AAA,2013J
1753,2208424,53,57,AAA,2013J
1753,2229865,53,76,AAA,2013J
1753,2255601,58,38,AAA,2013J
1753,2268379,61,79,AAA,2013J
1753,2278464,68,50,AAA,2013J
1753,2293923,54,59,AAA,2013J
1753,2312620,54,51,AAA,2013J
1753,2329342,69,54,AAA,2013J
1753,2339528,54,74,AAA,2013J
1753,2342426,54,67,AAA,2013J
1753,2344901,54,45,AAA,2013J
1753,2358056,54,60,AAA,2013J
1753,2364471,62,85,AAA,2013J
1753,2367155,58,85,AAA,2013J
1753,2369266,53,50,AAA,2013J
1753,2376496,54,72,AAA,2013J
1753,2391984,57,74,AAA,2013J
1753,2411661,53,57,AAA,2013J
1753,2411778,52,83,AAA,2013J
1753,2412002,67,72,AAA,2013J
1753,2412967,54,77,AAA,2013J
1753,2437837,53,77,AAA,2013J
1753,2449878,58,60,AAA,2013J
1753,2456480,54,34,AAA,2013J
1753,2457256,59,60,AAA,2013J
1753,2458355,54,86,AAA,2013J
1753,2460080,62,86,AAA,2013J
1753,2461190,56,50,AAA,2013J
1753,2469673,53,51,AAA,2013J
1753,2470694,55,67,AAA,2013J
1753,2479954,58,83,AAA,2013J
1753,2481901,53,72,AAA,2013J
1753,2482700,57,50,AAA,2013J
1753,2486127,52,67,AAA,2013J
1753,2498700,54,76,AAA,2013J
1753,2516503,54,75,AAA,2013J
1753,2518069,52,75,AAA,2013J
1753,2521459,62,50,AAA,2013J
1753,2523736,63,64,AAA,2013J
1753,2529279,49,80,AAA,2013J
1753,2532302,47,72,AAA,2013J
1753,2536991,54,72,AAA,2013J
1753,2550279,54,59,AAA,2013J
1753,2551220,62,54,AAA,2013J
1753,2552472,75,45,AAA,2013J
1753,2555340,52,75,AAA,2013J
1753,2557283,53,72,AAA,2013J
1753,2559575,53,64,AAA,2013J
1753,2562034,62,62,AAA,2013J
1753,2566163,53,55,AAA,2013J
1753,2566592,54,57,AAA,2013J
1753,2574528,54,72,AAA,2013J
1753,2574583,57,71,AAA,2013J
1753,2578995,54,84,AAA,2013J
1753,2586560,53,65,AAA,2013J
1753,2594139,64,73,AAA,2013J
1753,2598871,52,66,AAA,2013J
1753,2599352,54,75,AAA,2013J
1753,2600688,57,72,AAA,2013J
1753,2606098,53,70,AAA,2013J
1753,2613116,52,70,AAA,2013J
1753,2617002,60,53,AAA,2013J
1753,2639449,55,68,AAA,2013J
1753,2639540,54,78,AAA,2013J
1753,2639641,54,59,AAA,2013J
1753,2641155,53,81,AAA,2013J
1753,2643002,60,64,AAA,2013J
1753,2645733,54,81,AAA,2013J
1753,2649826,48,82,AAA,2013J
1753,2650282,55,84,AAA,2013J
1753,2664024,61,58,AAA,2013J
1753,2666246,53,76,AAA,2013J
1753,2669816,53,68,AAA,2013J
1753,2671132,54,69,AAA,2013J
1753,2676809,95,36,AAA,2013J
1753,2678643,55,80,AAA,2013J
1753,2685865,54,77,AAA,2013J
1753,2688067,54,62,AAA,2013J
1753,2689958,54,78,AAA,2013J
1753,2691206,54,85,AAA,2013J
1753,2691244,61,57,AAA,2013J
1753,2694424,53,74,AAA,2013J
1753,2698257,54,64,AAA,2013J
1753,11391,53,85,AAA,2013J
1753,28400,52,68,AAA,2013J
1753,31604,51,71,AAA,2013J
1753,32885,75,30,AAA,2013J
1753,38053,64,69,AAA,2013J
1753,45462,54,65,AAA,2013J
1753,45642,57,72,AAA,2013J
1753,52130,54,68,AAA,2013J
1753,53025,52,80,AAA,2013J
1753,57506,53,76,AAA,2013J
1753,58873,54,74,AAA,2013J
1753,59185,53,71,AAA,2013J
1753,62155,50,85,AAA,2013J
1753,63400,54,42,AAA,2013J
1753,65002,51,68,AAA,2013J
1753,70464,52,60,AAA,2013J
1753,71361,53,86,AAA,2013J
1753,74372,54,18,AAA,2013J
1753,75091,52,66,AAA,2013J
1753,77367,54,76,AAA,2013J
1753,91265,64,74,AAA,2013J
1753,98094,49,59,AAA,2013J
1753,100893,50,68,AAA,2013J
1753,101781,52,64,AAA,2013J
1753,102806,54,86,AAA,2013J
1753,102952,52,70,AAA,2013J
1753,104476,62,78,AAA,2013J
1753,106247,64,66,AAA,2013J
1753,106577,54,51,AAA,2013J
1753,110175,55,61,AAA,2013J
1753,113295,61,77,AAA,2013J
1753,114017,53,76,AAA,2013J
1753,114999,52,79,AAA,2013J
1753,116541,75,66,AAA,2013J
1753,116692,47,77,AAA,2013J
1753,118983,54,63,AAA,2013J
1753,123044,54,72,AAA,2013J
1753,127582,61,66,AAA,2013J
1753,129955,54,82,AAA,2013J
1753,132976,53,65,AAA,2013J
1753,134143,53,83,AAA,2013J
1753,135400,49,51,AAA,2013J
1753,137873,54,81,AAA,2013J
1753,141355,54,74,AAA,2013J
1753,142326,65,76,AAA,2013J
1753,144801,56,64,AAA,2013J
1753,145130,54,37,AAA,2013J
1753,146188,61,53,AAA,2013J
1753,147756,53,72,AAA,2013J
1753,148993,63,70,AAA,2013J
1753,151358,52,48,AAA,2013J
1753,155550,54,66,AAA,2013J
1753,155854,53,79,AAA,2013J
1753,155984,90,75,AAA,2013J
1753,157568,66,81,AAA,2013J
1753,159954,61,68,AAA,2013J
1753,164259,53,58,AAA,2013J
1753,167906,54,58,AAA,2013J
1753,168936,54,79,AAA,2013J
1753,172112,68,67,AAA,2013J
1753,172797,53,54,AAA,2013J
1753,174782,52,79,AAA,2013J
1753,175392,53,74,AAA,2013J
1753,175932,57,73,AAA,2013J
1753,175991,116,28,AAA,2013J
1753,180753,53,59,AAA,2013J
1753,183096,57,53,AAA,2013J
1753,183947,54,33,AAA,2013J
1753,184271,53,62,AAA,2013J
1753,186149,68,81,AAA,2013J
1753,187100,52,90,AAA,2013J
1753,189879,60,85,AAA,2013J
1753,192183,58,66,AAA,2013J
1753,200860,53,58,AAA,2013J
1753,202635,63,70,AAA,2013J
1753,205350,54,59,AAA,2013J
1753,205719,58,63,AAA,2013J
1753,227499,53,83,AAA,2013J
1753,227517,54,67,AAA,2013J
1753,228082,54,68,AAA,2013J
1753,228222,61,45,AAA,2013J
1753,229179,54,68,AAA,2013J
1753,229361,53,76,AAA,2013J
1753,231554,54,62,AAA,2013J
1753,236284,54,84,AAA,2013J
1753,238007,54,73,AAA,2013J
1753,240712,54,81,AAA,2013J
1753,240884,53,54,AAA,2013J
1753,241649,42,66,AAA,2013J
1753,241729,64,55,AAA,2013J
1753,242793,53,75,AAA,2013J
1753,246834,54,56,AAA,2013J
1753,248270,61,79,AAA,2013J
1753,255548,61,75,AAA,2013J
1753,256815,54,75,AAA,2013J
1753,258392,60,57,AAA,2013J
1753,258894,67,65,AAA,2013J
1753,260355,59,60,AAA,2013J
1753,262011,54,79,AAA,2013J
1753,262934,53,80,AAA,2013J
1753,268073,50,78,AAA,2013J
1753,271251,54,62,AAA,2013J
1753,277880,72,65,AAA,2013J
1753,279572,54,82,AAA,2013J
1753,281022,58,72,AAA,2013J
1753,281250,52,57,AAA,2013J
1753,282821,63,53,AAA,2013J
1753,286488,54,73,AAA,2013J
1753,287548,53,70,AAA,2013J
1753,290201,61,69,AAA,2013J
1753,290757,53,74,AAA,2013J
1753,291334,60,84,AAA,2013J
1753,293699,54,55,AAA,2013J
1753,294570,50,82,AAA,2013J
1753,294594,53,53,AAA,2013J
1753,295741,53,52,AAA,2013J
1753,296332,52,95,AAA,2013J
1753,298696,68,70,AAA,2013J
1753,300398,48,80,AAA,2013J
1753,302302,59,59,AAA,2013J
1753,305386,54,76,AAA,2013J
1753,306107,54,46,AAA,2013J
1753,306466,53,78,AAA,2013J
1753,306897,50,73,AAA,2013J
1753,307061,54,76,AAA,2013J
1753,307866,54,52,AAA,2013J
1753,311917,51,46,AAA,2013J
1753,312537,54,90,AAA,2013J
1753,312782,53,54,AAA,2013J
1753,318933,53,63,AAA,2013J
1753,319047,54,75,AAA,2013J
1753,321942,53,80,AAA,2013J
1753,324002,53,69,AAA,2013J
1753,324084,59,35,AAA,2013J
1753,324282,53,58,AAA,2013J
1753,332789,54,77,AAA,2013J
1753,333059,54,70,AAA,2013J
1753,333323,54,78,AAA,2013J
1753,335764,59,87,AAA,2013J
1753,336207,51,67,AAA,2013J
1753,339972,52,44,AAA,2013J
1753,341872,92,64,AAA,2013J
1753,342514,51,74,AAA,2013J
1753,342972,58,57,AAA,2013J
1753,343446,59,77,AAA,2013J
1753,344282,53,53,AAA,2013J
1753,345068,61,75,AAA,2013J
1753,345357,53,70,AAA,2013J
1753,346025,52,75,AAA,2013J
1753,350188,54,75,AAA,2013J
1753,357668,54,63,AAA,2013J
1753,364177,53,65,AAA,2013J
1753,365244,54,53,AAA,2013J
1753,365642,53,63,AAA,2013J
1753,366483,52,70,AAA,2013J
1753,368194,69,49,AAA,2013J
1753,368824,53,68,AAA,2013J
1753,368963,53,59,AAA,2013J
1753,376439,54,77,AAA,2013J
1753,376581,61,60,AAA,2013J
1753,380953,53,58,AAA,2013J
1753,383254,51,69,AAA,2013J
1753,386924,53,65,AAA,2013J
1753,386952,57,63,AAA,2013J
1753,388722,53,54,AAA,2013J
1753,388885,54,75,AAA,2013J
1753,390890,57,80,AAA,2013J
1753,392756,54,25,AAA,2013J
1753,392931,54,63,AAA,2013J
1753,393207,53,74,AAA,2013J
1753,396872,54,62,AAA,2013J
1753,398552,54,49,AAA,2013J
1753,401869,54,62,AAA,2013J
1753,402470,53,74,AAA,2013J
1753,404804,50,45,AAA,2013J
1753,405088,54,72,AAA,2013J
1753,414117,54,72,AAA,2013J
1753,415969,60,52,AAA,2013J
1753,420087,55,76,AAA,2013J
1753,429958,54,56,AAA,2013J
1753,441018,53,60,AAA,2013J
1753,441888,53,64,AAA,2013J
1753,442442,54,42,AAA,2013J
1753,444677,54,89,AAA,2013J
1753,489455,51,68,AAA,2013J
1753,495284,53,59,AAA,2013J
1753,498857,54,68,AAA,2013J
1753,508818,54,78,AAA,2013J
1753,512460,51,78,AAA,2013J
1753,544103,53,80,AAA,2013J
1753,550383,54,41,AAA,2013J
1753,564450,53,53,AAA,2013J
1753,568601,60,78,AAA,2013J
1753,572652,54,73,AAA,2013J
1753,580389,54,75,AAA,2013J
1753,581129,54,15,AAA,2013J
1753,588775,52,81,AAA,2013J
1753,591774,54,75,AAA,2013J
1753,603861,59,56,AAA,2013J
1753,606143,54,54,AAA,2013J
1754,564450,114,64,AAA,2013J
1754,572652,146,78,AAA,2013J
1754,580389,117,72,AAA,2013J
1754,581129,117,65,AAA,2013J
1754,588775,116,81,AAA,2013J
1754,591774,117,80,AAA,2013J
1754,603861,117,58,AAA,2013J
1754,704156,117,69,AAA,2013J
1754,705379,115,82,AAA,2013J
1754,749412,112,73,AAA,2013J
1754,760729,115,81,AAA,2013J
1754,905042,116,85,AAA,2013J
1754,949618,116,63,AAA,2013J
1754,958987,116,75,AAA,2013J
1754,968578,120,73,AAA,2013J
1754,969076,117,59,AAA,2013J
1754,971027,116,73,AAA,2013J
1754,978739,117,50,AAA,2013J
1754,1035023,116,72,AAA,2013J
1754,1105478,120,80,AAA,2013J
1754,1402638,120,76,AAA,2013J
1754,1465690,116,85,AAA,2013J
1754,1472925,124,64,AAA,2013J
1754,1488959,117,63,AAA,2013J
1754,1518989,117,70,AAA,2013J
1754,1618738,115,81,AAA,2013J
1754,1620151,121,70,AAA,2013J
1754,1626710,115,86,AAA,2013J
1754,1640609,116,85,AAA,2013J
1754,1729319,117,78,AAA,2013J
1754,1746134,106,81,AAA,2013J
1754,1765788,117,67,AAA,2013J
1754,1801229,117,73,AAA,2013J
1754,1801641,116,80,AAA,2013J
1754,1847830,116,75,AAA,2013J
1754,1860318,117,62,AAA,2013J
1754,1889511,124,77,AAA,2013J
1754,1889577,117,84,AAA,2013J
1754,1894188,111,70,AAA,2013J
1754,1938355,110,85,AAA,2013J
1754,1942396,117,40,AAA,2013J
1754,1970390,122,90,AAA,2013J
1754,1976139,116,78,AAA,2013J
1754,2011876,117,78,AAA,2013J
1754,2012966,116,78,AAA,2013J
1754,2051699,117,64,AAA,2013J
1754,2062879,116,65,AAA,2013J
1754,2065691,85,37,AAA,2013J
1754,2073016,139,68,AAA,2013J
1754,2080474,116,72,AAA,2013J
1754,2083877,123,68,AAA,2013J
1754,2084066,130,62,AAA,2013J
1754,2104505,117,49,AAA,2013J
1754,2122180,117,82,AAA,2013J
1754,2139353,121,71,AAA,2013J
1754,2143752,116,52,AAA,2013J
