id_site,code_presentation,code_module,activity_type
877045,2014J,AAA,content
877393,2014J,AAA,url
877077,2014J,AAA,content
877196,2014J,AAA,content
877236,2014J,AAA,content
877042,2014J,AAA,content
877386,2014J,AAA,url
877074,2014J,AAA,content
877138,2014J,AAA,content
877187,2014J,AAA,content
877231,2014J,AAA,content
877039,2014J,AAA,content
877383,2014J,AAA,url
877071,2014J,AAA,content
877134,2014J,AAA,content
877182,2014J,AAA,content
877228,2014J,AAA,content
877036,2014J,AAA,content
877379,2014J,AAA,forum
877068,2014J,AAA,content
877129,2014J,AAA,content
877168,2014J,AAA,content
877224,2014J,AAA,content
877033,2014J,AAA,content
877264,2014J,AAA,content
877065,2014J,AAA,content
877099,2014J,AAA,content
877158,2014J,AAA,content
877221,2014J,AAA,content
877030,2014J,AAA,homepage
877261,2014J,AAA,content
877062,2014J,AAA,content
1072236,2014J,AAA,content
877095,2014J,AAA,content
877155,2014J,AAA,content
877218,2014J,AAA,content
877026,2014J,AAA,forum
877258,2014J,AAA,content
877059,2014J,AAA,content
1010323,2014J,AAA,content
877092,2014J,AAA,content
877152,2014J,AAA,content
877215,2014J,AAA,content
877015,2014J,AAA,forum
877254,2014J,AAA,content
877056,2014J,AAA,content
877089,2014J,AAA,content
877149,2014J,AAA,content
877212,2014J,AAA,content
877248,2014J,AAA,content
877053,2014J,AAA,content
877403,2014J,AAA,url
877086,2014J,AAA,content
877146,2014J,AAA,content
877209,2014J,AAA,content
877245,2014J,AAA,content
877050,2014J,AAA,content
877398,2014J,AAA,url
877082,2014J,AAA,content
877143,2014J,AAA,content
877206,2014J,AAA,content
877242,2014J,AAA,content
877047,2014J,AAA,content
877395,2014J,AAA,url
877079,2014J,AAA,content
877198,2014J,AAA,content
877238,2014J,AAA,content
877044,2014J,AAA,content
877392,2014J,AAA,url
877076,2014J,AAA,content
877140,2014J,AAA,content
877195,2014J,AAA,content
877234,2014J,AAA,content
877041,2014J,AAA,content
877385,2014J,AAA,url
877073,2014J,AAA,content
877137,2014J,AAA,content
877186,2014J,AAA,content
877230,2014J,AAA,content
877038,2014J,AAA,content
877381,2014J,AAA,url
877070,2014J,AAA,content
877133,2014J,AAA,content
877180,2014J,AAA,content
877227,2014J,AAA,content
877035,2014J,AAA,content
877266,2014J,AAA,content
877067,2014J,AAA,content
877128,2014J,AAA,content
543306,2013B,BBB,content
542803,2013B,BBB,forum
543170,2013B,BBB,content
543040,2013B,BBB,content
543202,2013B,BBB,content
543074,2013B,BBB,content
543236,2013B,BBB,content
543106,2013B,BBB,content
543274,2013B,BBB,content
543138,2013B,BBB,content
542799,2013B,BBB,forum
543167,2013B,BBB,content
543037,2013B,BBB,url
543199,2013B,BBB,content
543071,2013B,BBB,content
543233,2013B,BBB,content
543103,2013B,BBB,content
543271,2013B,BBB,content
543135,2013B,BBB,content
543303,2013B,BBB,content
542796,2013B,BBB,forum
543164,2013B,BBB,content
543031,2013B,BBB,url
543196,2013B,BBB,content
543067,2013B,BBB,content
543230,2013B,BBB,content
543100,2013B,BBB,content
543268,2013B,BBB,content
543132,2013B,BBB,content
543300,2013B,BBB,content
542792,2013B,BBB,forum
543161,2013B,BBB,content
543027,2013B,BBB,url
543193,2013B,BBB,content
543063,2013B,BBB,content
543227,2013B,BBB,content
543097,2013B,BBB,content
543259,2013B,BBB,content
543265,2013B,BBB,content
543129,2013B,BBB,content
543297,2013B,BBB,content
543158,2013B,BBB,content
543024,2013B,BBB,url
543190,2013B,BBB,content
543060,2013B,BBB,content
543224,2013B,BBB,content
543094,2013B,BBB,content
543256,2013B,BBB,content
543262,2013B,BBB,content
543126,2013B,BBB,content
543294,2013B,BBB,content
543155,2013B,BBB,content
543021,2013B,BBB,url
543187,2013B,BBB,content
543057,2013B,BBB,content
543221,2013B,BBB,content
543091,2013B,BBB,content
543253,2013B,BBB,content
543123,2013B,BBB,content
543291,2013B,BBB,content
543152,2013B,BBB,content
542894,2013B,BBB,quiz
543184,2013B,BBB,content
543054,2013B,BBB,content
543217,2013B,BBB,content
543088,2013B,BBB,content
543250,2013B,BBB,content
543120,2013B,BBB,content
543288,2013B,BBB,content
542891,2013B,BBB,quiz
543181,2013B,BBB,content
543051,2013B,BBB,content
543213,2013B,BBB,content
543085,2013B,BBB,content
543247,2013B,BBB,content
543117,2013B,BBB,content
543285,2013B,BBB,content
543149,2013B,BBB,content
543314,2013B,BBB,content
542812,2013B,BBB,glossary
543178,2013B,BBB,content
543048,2013B,BBB,content
543210,2013B,BBB,content
543082,2013B,BBB,content
543244,2013B,BBB,content
543114,2013B,BBB,content
543282,2013B,BBB,content
543146,2013B,BBB,content
543311,2013B,BBB,content
542808,2013B,BBB,forum
543175,2013B,BBB,content
543045,2013B,BBB,content
543207,2013B,BBB,content
543079,2013B,BBB,content
543241,2013B,BBB,content
543111,2013B,BBB,content
543279,2013B,BBB,content
543143,2013B,BBB,content
543308,2013B,BBB,content
542805,2013B,BBB,forum
543172,2013B,BBB,content
543042,2013B,BBB,content
543204,2013B,BBB,content
543076,2013B,BBB,content
543238,2013B,BBB,content
543108,2013B,BBB,content
543276,2013B,BBB,content
543140,2013B,BBB,content
542802,2013B,BBB,forum
543169,2013B,BBB,content
543039,2013B,BBB,content
543201,2013B,BBB,content
543073,2013B,BBB,content
543235,2013B,BBB,content
543105,2013B,BBB,content
543273,2013B,BBB,content
543137,2013B,BBB,content
543305,2013B,BBB,content
542798,2013B,BBB,forum
543166,2013B,BBB,content
543036,2013B,BBB,url
543198,2013B,BBB,content
543069,2013B,BBB,content
543232,2013B,BBB,content
543102,2013B,BBB,content
543270,2013B,BBB,content
543134,2013B,BBB,content
543302,2013B,BBB,content
542795,2013B,BBB,forum
543163,2013B,BBB,content
543029,2013B,BBB,url
543195,2013B,BBB,content
543066,2013B,BBB,content
543229,2013B,BBB,content
543099,2013B,BBB,content
543261,2013B,BBB,content
543267,2013B,BBB,content
543131,2013B,BBB,content
543299,2013B,BBB,content
543160,2013B,BBB,content
543026,2013B,BBB,url
543192,2013B,BBB,content
543062,2013B,BBB,content
543226,2013B,BBB,content
543096,2013B,BBB,content
543258,2013B,BBB,content
543264,2013B,BBB,content
543128,2013B,BBB,content
543296,2013B,BBB,content
543157,2013B,BBB,content
543023,2013B,BBB,url
543189,2013B,BBB,content
543059,2013B,BBB,content
543223,2013B,BBB,content
543093,2013B,BBB,content
543255,2013B,BBB,content
543125,2013B,BBB,content
543293,2013B,BBB,content
543154,2013B,BBB,content
543020,2013B,BBB,url
543186,2013B,BBB,content
543056,2013B,BBB,content
543220,2013B,BBB,content
543090,2013B,BBB,content
543252,2013B,BBB,content
543122,2013B,BBB,content
543290,2013B,BBB,content
542893,2013B,BBB,quiz
543183,2013B,BBB,content
543053,2013B,BBB,content
543215,2013B,BBB,content
543087,2013B,BBB,content
543249,2013B,BBB,content
543119,2013B,BBB,content
543287,2013B,BBB,content
543151,2013B,BBB,content
542889,2013B,BBB,content
543180,2013B,BBB,content
543050,2013B,BBB,content
543212,2013B,BBB,content
543084,2013B,BBB,content
543246,2013B,BBB,content
543116,2013B,BBB,content
543284,2013B,BBB,content
543148,2013B,BBB,content
543313,2013B,BBB,content
542811,2013B,BBB,forum
543177,2013B,BBB,content
543047,2013B,BBB,content
543209,2013B,BBB,content
543081,2013B,BBB,content
543243,2013B,BBB,content
543113,2013B,BBB,content
543281,2013B,BBB,content
543145,2013B,BBB,content
543310,2013B,BBB,content
542807,2013B,BBB,forum
543174,2013B,BBB,content
543044,2013B,BBB,content
543206,2013B,BBB,content
543078,2013B,BBB,content
543240,2013B,BBB,content
543110,2013B,BBB,content
543278,2013B,BBB,content
543142,2013B,BBB,content
543307,2013B,BBB,content
542804,2013B,BBB,forum
543171,2013B,BBB,content
543041,2013B,BBB,content
543203,2013B,BBB,content
543075,2013B,BBB,content
543237,2013B,BBB,content
543107,2013B,BBB,content
543275,2013B,BBB,content
543139,2013B,BBB,content
542800,2013B,BBB,forum
543168,2013B,BBB,content
543038,2013B,BBB,url
543200,2013B,BBB,content
543072,2013B,BBB,content
543234,2013B,BBB,content
543104,2013B,BBB,content
543272,2013B,BBB,content
543136,2013B,BBB,content
543304,2013B,BBB,content
542797,2013B,BBB,forum
543165,2013B,BBB,content
543032,2013B,BBB,url
543197,2013B,BBB,content
543068,2013B,BBB,content
543231,2013B,BBB,content
543101,2013B,BBB,content
543269,2013B,BBB,content
543133,2013B,BBB,content
543301,2013B,BBB,content
542794,2013B,BBB,forum
543162,2013B,BBB,content
543028,2013B,BBB,url
543194,2013B,BBB,content
543065,2013B,BBB,content
543228,2013B,BBB,content
543098,2013B,BBB,content
543260,2013B,BBB,content
543266,2013B,BBB,content
543130,2013B,BBB,content
543298,2013B,BBB,content
543159,2013B,BBB,content
543025,2013B,BBB,url
543191,2013B,BBB,content
543061,2013B,BBB,content
543225,2013B,BBB,content
543095,2013B,BBB,content
543257,2013B,BBB,content
543263,2013B,BBB,content
543127,2013B,BBB,content
543295,2013B,BBB,content
543156,2013B,BBB,content
543022,2013B,BBB,url
543188,2013B,BBB,content
543058,2013B,BBB,content
543222,2013B,BBB,content
543092,2013B,BBB,content
543254,2013B,BBB,content
543124,2013B,BBB,content
543292,2013B,BBB,content
543153,2013B,BBB,content
542895,2013B,BBB,quiz
543185,2013B,BBB,content
543055,2013B,BBB,content
543218,2013B,BBB,content
543089,2013B,BBB,content
543251,2013B,BBB,content
543121,2013B,BBB,content
543289,2013B,BBB,content
542892,2013B,BBB,quiz
543182,2013B,BBB,content
543052,2013B,BBB,content
543214,2013B,BBB,content
543086,2013B,BBB,content
543248,2013B,BBB,content
543118,2013B,BBB,content
543286,2013B,BBB,content
543150,2013B,BBB,content
543315,2013B,BBB,content
542864,2013B,BBB,homepage
543179,2013B,BBB,content
543049,2013B,BBB,content
543211,2013B,BBB,content
543083,2013B,BBB,content
543245,2013B,BBB,content
543115,2013B,BBB,content
543283,2013B,BBB,content
543147,2013B,BBB,content
543312,2013B,BBB,content
542810,2013B,BBB,forum
543176,2013B,BBB,content
543046,2013B,BBB,content
543208,2013B,BBB,content
543080,2013B,BBB,content
543242,2013B,BBB,content
543112,2013B,BBB,content
543280,2013B,BBB,content
543144,2013B,BBB,content
543309,2013B,BBB,content
542806,2013B,BBB,forum
543173,2013B,BBB,content
543043,2013B,BBB,content
543205,2013B,BBB,content
543077,2013B,BBB,content
543239,2013B,BBB,content
543109,2013B,BBB,content
543277,2013B,BBB,content
543141,2013B,BBB,content
703732,2013J,BBB,forum
704084,2013J,BBB,content
703951,2013J,BBB,content
704116,2013J,BBB,content
703986,2013J,BBB,content
704148,2013J,BBB,content
704018,2013J,BBB,content
704180,2013J,BBB,content
704050,2013J,BBB,content
704212,2013J,BBB,content
704081,2013J,BBB,content
703948,2013J,BBB,content
704113,2013J,BBB,content
703983,2013J,BBB,content
704145,2013J,BBB,content
704015,2013J,BBB,content
704177,2013J,BBB,content
704047,2013J,BBB,content
704209,2013J,BBB,content
703729,2013J,BBB,forum
704078,2013J,BBB,content
703945,2013J,BBB,content
704110,2013J,BBB,content
703979,2013J,BBB,content
704142,2013J,BBB,content
704012,2013J,BBB,content
704174,2013J,BBB,content
704044,2013J,BBB,content
704206,2013J,BBB,content
703726,2013J,BBB,forum
703942,2013J,BBB,content
704107,2013J,BBB,content
703974,2013J,BBB,content
704139,2013J,BBB,content
704009,2013J,BBB,content
704171,2013J,BBB,content
704041,2013J,BBB,content
704203,2013J,BBB,content
703722,2013J,BBB,forum
704075,2013J,BBB,content
704238,2013J,BBB,url
703939,2013J,BBB,content
704104,2013J,BBB,content
703971,2013J,BBB,content
704136,2013J,BBB,content
704006,2013J,BBB,content
704168,2013J,BBB,content
704038,2013J,BBB,content
704200,2013J,BBB,content
704071,2013J,BBB,content
703901,2013J,BBB,content
704101,2013J,BBB,content
703968,2013J,BBB,content
704133,2013J,BBB,content
704003,2013J,BBB,content
704165,2013J,BBB,content
704035,2013J,BBB,content
704197,2013J,BBB,content
704067,2013J,BBB,content
704235,2013J,BBB,url
703897,2013J,BBB,quiz
704098,2013J,BBB,content
703965,2013J,BBB,content
704130,2013J,BBB,content
704000,2013J,BBB,content
704162,2013J,BBB,content
704032,2013J,BBB,content
704194,2013J,BBB,content
704064,2013J,BBB,content
704232,2013J,BBB,url
703894,2013J,BBB,quiz
704095,2013J,BBB,content
703962,2013J,BBB,content
704127,2013J,BBB,content
703997,2013J,BBB,content
704159,2013J,BBB,content
704029,2013J,BBB,content
704191,2013J,BBB,content
704061,2013J,BBB,content
704228,2013J,BBB,url
703740,2013J,BBB,forum
704092,2013J,BBB,content
703959,2013J,BBB,content
704124,2013J,BBB,content
703994,2013J,BBB,content
704156,2013J,BBB,content
704026,2013J,BBB,content
704188,2013J,BBB,content
704058,2013J,BBB,content
704224,2013J,BBB,url
703737,2013J,BBB,forum
704089,2013J,BBB,content
703956,2013J,BBB,content
704121,2013J,BBB,content
703991,2013J,BBB,content
704153,2013J,BBB,content
704023,2013J,BBB,content
704185,2013J,BBB,content
704055,2013J,BBB,content
704218,2013J,BBB,content
703734,2013J,BBB,forum
704086,2013J,BBB,content
703953,2013J,BBB,content
704118,2013J,BBB,content
703988,2013J,BBB,content
704150,2013J,BBB,content
704020,2013J,BBB,content
704182,2013J,BBB,content
704052,2013J,BBB,content
704214,2013J,BBB,content
704083,2013J,BBB,content
703950,2013J,BBB,content
704115,2013J,BBB,content
703985,2013J,BBB,content
704147,2013J,BBB,content
704017,2013J,BBB,content
704179,2013J,BBB,content
704049,2013J,BBB,content
704211,2013J,BBB,content
703731,2013J,BBB,forum
704080,2013J,BBB,content
703947,2013J,BBB,content
704112,2013J,BBB,content
703982,2013J,BBB,content
704144,2013J,BBB,content
704014,2013J,BBB,content
704176,2013J,BBB,content
704046,2013J,BBB,content
704208,2013J,BBB,content
703728,2013J,BBB,forum
703944,2013J,BBB,content
704109,2013J,BBB,content
703977,2013J,BBB,content
704141,2013J,BBB,content
704011,2013J,BBB,content
704173,2013J,BBB,content
704043,2013J,BBB,content
704205,2013J,BBB,content
703725,2013J,BBB,forum
704077,2013J,BBB,content
704240,2013J,BBB,url
703941,2013J,BBB,content
704106,2013J,BBB,content
703973,2013J,BBB,content
704138,2013J,BBB,content
704008,2013J,BBB,content
704170,2013J,BBB,content
704040,2013J,BBB,content
704202,2013J,BBB,content
703721,2013J,BBB,homepage
704074,2013J,BBB,content
704103,2013J,BBB,content
703970,2013J,BBB,content
704135,2013J,BBB,content
704005,2013J,BBB,content
704167,2013J,BBB,content
704037,2013J,BBB,content
704199,2013J,BBB,content
704069,2013J,BBB,content
704237,2013J,BBB,url
703900,2013J,BBB,content
704100,2013J,BBB,content
703967,2013J,BBB,content
704132,2013J,BBB,content
704002,2013J,BBB,content
704164,2013J,BBB,content
704034,2013J,BBB,content
704196,2013J,BBB,content
704066,2013J,BBB,content
704234,2013J,BBB,url
703896,2013J,BBB,quiz
704097,2013J,BBB,content
703964,2013J,BBB,content
704129,2013J,BBB,content
703999,2013J,BBB,content
704161,2013J,BBB,content
704031,2013J,BBB,content
704193,2013J,BBB,content
704063,2013J,BBB,content
704231,2013J,BBB,url
703742,2013J,BBB,glossary
704094,2013J,BBB,content
703961,2013J,BBB,content
704126,2013J,BBB,content
703996,2013J,BBB,content
704158,2013J,BBB,content
704028,2013J,BBB,content
704190,2013J,BBB,content
704060,2013J,BBB,content
704227,2013J,BBB,url
703739,2013J,BBB,forum
704091,2013J,BBB,content
703958,2013J,BBB,content
704123,2013J,BBB,content
703993,2013J,BBB,content
704155,2013J,BBB,content
704025,2013J,BBB,content
704187,2013J,BBB,content
704057,2013J,BBB,content
704222,2013J,BBB,forum
703736,2013J,BBB,forum
704088,2013J,BBB,content
703955,2013J,BBB,content
704120,2013J,BBB,content
703990,2013J,BBB,content
704152,2013J,BBB,content
704022,2013J,BBB,content
704184,2013J,BBB,content
704054,2013J,BBB,content
704217,2013J,BBB,content
703733,2013J,BBB,forum
704085,2013J,BBB,content
703952,2013J,BBB,content
704117,2013J,BBB,content
703987,2013J,BBB,content
704149,2013J,BBB,content
704019,2013J,BBB,content
704181,2013J,BBB,content
704051,2013J,BBB,content
704213,2013J,BBB,content
704082,2013J,BBB,content
703949,2013J,BBB,content
704114,2013J,BBB,content
703984,2013J,BBB,content
704146,2013J,BBB,content
704016,2013J,BBB,content
704178,2013J,BBB,content
704048,2013J,BBB,content
704210,2013J,BBB,content
703730,2013J,BBB,forum
704079,2013J,BBB,content
703946,2013J,BBB,content
704111,2013J,BBB,content
703981,2013J,BBB,content
704143,2013J,BBB,content
704013,2013J,BBB,content
704175,2013J,BBB,content
704045,2013J,BBB,content
704207,2013J,BBB,content
703727,2013J,BBB,forum
703943,2013J,BBB,content
704108,2013J,BBB,content
703975,2013J,BBB,content
704140,2013J,BBB,content
704010,2013J,BBB,content
704172,2013J,BBB,content
704042,2013J,BBB,content
704204,2013J,BBB,content
703723,2013J,BBB,forum
704076,2013J,BBB,content
704239,2013J,BBB,url
703940,2013J,BBB,content
704105,2013J,BBB,content
703972,2013J,BBB,content
704137,2013J,BBB,content
704007,2013J,BBB,content
704169,2013J,BBB,content
704039,2013J,BBB,content
704201,2013J,BBB,content
704073,2013J,BBB,content
703902,2013J,BBB,content
704102,2013J,BBB,content
703969,2013J,BBB,content
704134,2013J,BBB,content
704004,2013J,BBB,content
704166,2013J,BBB,content
704036,2013J,BBB,content
704198,2013J,BBB,content
704068,2013J,BBB,content
704236,2013J,BBB,url
703898,2013J,BBB,quiz
704099,2013J,BBB,content
703966,2013J,BBB,content
704131,2013J,BBB,content
704001,2013J,BBB,content
704163,2013J,BBB,content
704033,2013J,BBB,content
704195,2013J,BBB,content
704065,2013J,BBB,content
704233,2013J,BBB,url
703895,2013J,BBB,quiz
704096,2013J,BBB,content
703963,2013J,BBB,content
704128,2013J,BBB,content
703998,2013J,BBB,content
704160,2013J,BBB,content
704030,2013J,BBB,content
704192,2013J,BBB,content
704062,2013J,BBB,content
704229,2013J,BBB,url
703741,2013J,BBB,forum
704093,2013J,BBB,content
703960,2013J,BBB,content
704125,2013J,BBB,content
703995,2013J,BBB,content
704157,2013J,BBB,content
704027,2013J,BBB,content
704189,2013J,BBB,content
704059,2013J,BBB,content
704226,2013J,BBB,url
703738,2013J,BBB,forum
704090,2013J,BBB,content
703957,2013J,BBB,content
704122,2013J,BBB,content
703992,2013J,BBB,content
704154,2013J,BBB,content
704024,2013J,BBB,content
704186,2013J,BBB,content
704056,2013J,BBB,content
704221,2013J,BBB,forum
703735,2013J,BBB,forum
704087,2013J,BBB,content
703954,2013J,BBB,content
704119,2013J,BBB,content
703989,2013J,BBB,content
704151,2013J,BBB,content
704021,2013J,BBB,content
704183,2013J,BBB,content
704053,2013J,BBB,content
704215,2013J,BBB,content
768516,2014B,BBB,content
768377,2014B,BBB,quiz
768549,2014B,BBB,content
768417,2014B,BBB,content
768585,2014B,BBB,content
768451,2014B,BBB,content
768624,2014B,BBB,content
768484,2014B,BBB,content
768656,2014B,BBB,content
768513,2014B,BBB,content
768349,2014B,BBB,forum
768546,2014B,BBB,content
768414,2014B,BBB,content
768582,2014B,BBB,content
768448,2014B,BBB,content
768615,2014B,BBB,content
768621,2014B,BBB,content
768481,2014B,BBB,content
768653,2014B,BBB,content
768786,2014B,BBB,url
768345,2014B,BBB,forum
768543,2014B,BBB,content
768411,2014B,BBB,content
768579,2014B,BBB,content
768445,2014B,BBB,content
768612,2014B,BBB,content
768618,2014B,BBB,content
